Datasheet,Image,DK Part #,Mfr Part #,Mfr,Supplier,Description,Stock,Price,@ qty,Min Qty,Package,Series,"Part Status","Turns Ratio - Primary:Secondary","Impedance - Primary (Ohms)","Impedance - Secondary (Ohms)","DC Resistance (DCR) - Primary","DC Resistance (DCR) - Secondary","Transformer Type","Frequency Range","Frequency Response","Voltage - Isolation","Insertion Loss","Return Loss","Power Level","Operating Temperature","Approval Agency","Mounting Type","Size / Dimension","Height - Seated (Max)","Termination Style"
"https://www.tamuracorp.com/clientuploads/pdfs/engineeringdocs/PL2.5-XX-130B.pdf","//media.digikey.com/photos/Tamura%20Photos/PL2.5-xx-130B.jpg","MT3113-ND","PL2.5-16-130B","Tamura","Tamura","PWR XFMR LAMINATED 2.5VA TH","1,944","12.93","0","1","Tube","PL2.5-xx-130B","Active","Laminated Core","115V, 230V","Parallel 8V, Series 16V","Parallel 300mA, Series 150mA","Dual","Dual","No","2.5VA","Through Hole","PC Pin","41.28mm L x 36.37mm W","28.60mm","3500Vrms","-"
"http://catalog.triadmagnetics.com/Asset/VPP28-360.pdf","//media.digikey.com/photos/Triad%20Magnetics%20Photos/XFORMER%2010.0VA%20TO61-1617.jpg","237-1058-ND","VPP28-360","Triad Magnetics","Triad Magnetics","PWR XFMR LAMINATED 10VA TH","138","13.48","0","1","Box","PC Mount: World Series™","Active","Laminated Core","115V, 230V","Parallel 14V, Series 28V","Parallel 720mA, Series 360mA","Dual","Dual","No","10VA","Through Hole","PC Pin","47.63mm L x 39.67mm W","34.93mm","4000Vrms","0.53 lb (240.4 g)"
"https://www.hammfg.com/electronics/transformers/power/160-161.pdf","//media.digikey.com/Photos/Hammond%20Mfg%20Photos/161K12.JPG","HM4182-ND","161E24","Hammond Manufacturing","Hammond Manufacturing","XFRMR LAMINATED 1.2VA THRU HOLE","255","13.5","0","1","Bulk","161","Active","Laminated Core","115V","Parallel 12V, Series 24V","Parallel 100mA, Series 50mA","Single","Single, Multiple Taps","No","1.2VA","Through Hole","PC Pin","35.05mm L x 30.23mm W","30.99mm","2000Vrms","0.19 lb (86.18 g)"
"https://www.hammfg.com/electronics/transformers/power/160-161.pdf","//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_160D120.jpg","HM4196-ND","161FA12","Hammond Manufacturing","Hammond Manufacturing","PWR XFMR LAMINATED 1.2VA TH","123","13.5","0","1","Bulk","161","Active","Laminated Core","115V","Parallel 6.3V, Series 12.6V","Parallel 200mA, Series 100mA","Single","Single, Multiple Taps","No","1.2VA","Through Hole","PC Pin","35.05mm L x 30.23mm W","30.99mm","2000Vrms","0.19 lb (86.18 g)"
"https://www.tamuracorp.com/clientuploads/pdfs/engineeringdocs/3FS-4XX.pdf","//media.digikey.com/photos/Tamura%20Photos/3FS-420.JPG","MT2211-ND","3FS-416","Tamura","Tamura","PWR XFMR LAMINATED 6VA TH","557","13.64","0","1","Tube","3FS-4xx","Active","Laminated Core","115V","Parallel 8V, Series 16V","Parallel 800mA, Series 400mA","Single","Dual","No","6VA","Through Hole","PC Pin","41.50mm L x 34.83mm W","34.55mm","2500Vrms","-"
"http://catalog.triadmagnetics.com/Asset/FS48-125-C2.pdf","//media.digikey.com/Photos/Triad%20Magnetics%20Photos/FSxx-xxx-C2-B%2033.32mm.JPG","237-1499-ND","FS48-125-C2","Triad Magnetics","Triad Magnetics","PWR XFMR LAMINATED 6VA TH","1,725","11.3","0","1","Tube","Split Pack™, Class 2/3, FS","Active","Laminated Core","115V, 230V","Parallel 24V, Series 48V","Parallel 250mA, Series 125mA","Dual","Dual","No","6VA","Through Hole","PC Pin","41.28mm L x 33.32mm W","33.32mm","4200Vrms","0.44 lb (199.58 g)"
"https://www.hammfg.com/electronics/transformers/power/160-161.pdf","//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_160D120.jpg","HM2093-ND","160D120","Hammond Manufacturing","Hammond Manufacturing","PWR XFMR LAMINATED 1VA TH","1,149","14.62","0","1","Bulk","160","Active","Laminated Core","115V, 230V","Parallel 60V, Series 120V","Parallel 16mA, Series 8mA","Dual","Single, Multiple Taps","No","1VA","Through Hole","PC Pin","25.40mm L x 35.05mm W","21.08mm","2000Vrms","0.13 lb (58.97 g)"
"https://www.hammfg.com/electronics/transformers/power/160-161.pdf","//media.digikey.com/Photos/Hammond%20Mfg%20Photos/160Dxx.JPG","HM4118-ND","160D12","Hammond Manufacturing","Hammond Manufacturing","PWR XFMR LAMINATED 1VA TH","177","14.62","0","1","Bulk","160","Active","Laminated Core","115V, 230V","Parallel 6.3V, Series 12.6V","Parallel 140mA, Series 70mA","Dual","Single, Multiple Taps","No","1VA","Through Hole","PC Pin","25.40mm L x 35.05mm W","21.08mm","2000Vrms","0.13 lb (58.97 g)"
"https://belfuse.com/resources/datasheets/signaltransformer/ds-st-st-series.pdf","//media.digikey.com/photos/Signal%20Transformers%20Photos/ST-2-12.jpg","595-1159-ND","ST-2-12","Signal Transformer","Signal Transformer","PWR XFMR LAMINATED 1.1VA TH","77","11.47","0","1","Box","ST","Active","Laminated Core","115V","Parallel 6.3V, Series 12.6V","Parallel 180mA, Series 90mA","Single","Dual","No","1.1VA","Through Hole","PC Pin","34.90mm L x 28.60mm W","24.60mm","2500Vrms","0.17 lb (77.11 g)"
"https://belfuse.com/resources/datasheets/signaltransformer/ds-st-st-series.pdf","//media.digikey.com/photos/Signal%20Transformers%20Photos/ST-2-12.jpg","595-1165-ND","ST-3-16","Signal Transformer","Signal Transformer","PWR XFMR LAMINATED 2.4VA TH","76","11.63","0","1","Box","ST","Active","Laminated Core","115V","Parallel 8V, Series 16V","Parallel 300mA, Series 150mA","Single","Dual","No","2.4VA","Through Hole","PC Pin","34.90mm L x 28.60mm W","30.80mm","2500Vrms","0.25 lb (113.4 g)"
"http://catalog.triadmagnetics.com/Asset/FS20-600.pdf","//media.digikey.com/photos/Triad%20Magnetics%20Photos/XFORMER%20SPLIT%2012.0VA%20TO61-1618.jpg","237-1048-ND","FS20-600","Triad Magnetics","Triad Magnetics","PWR XFMR LAMINATED 12VA TH","470","15.19","0","1","Box","Split Pack™","Active","Laminated Core","115V, 230V","Parallel 10V, Series 20V","Parallel 1.2A, Series 600mA","Dual","Dual","No","12VA","Through Hole","PC Pin","47.63mm L x 39.67mm W","36.50mm","2500Vrms","0.7 lb (317.51 g)"
"http://catalog.triadmagnetics.com/Asset/FS24-500.pdf","//media.digikey.com/photos/Triad%20Magnetics%20Photos/XFORMER%20SPLIT%2012.0VA%20TO61-1618.jpg","237-1050-ND","FS24-500","Triad Magnetics","Triad Magnetics","PWR XFMR LAMINATED 12VA TH","450","15.19","0","1","Box","Split Pack™","Active","Laminated Core","115V, 230V","Parallel 12V, Series 24V","Parallel 1A, Series 500mA","Dual","Dual","No","12VA","Through Hole","PC Pin","47.63mm L x 39.67mm W","36.50mm","2500Vrms","0.7 lb (317.51 g)"
"https://www.hammfg.com/electronics/transformers/power/160-161.pdf","//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_160D120.jpg","HM4197-ND","161FA16","Hammond Manufacturing","Hammond Manufacturing","PWR XFMR LAMINATED 4.4VA TH","625","15.45","0","1","Bulk","161","Active","Laminated Core","115V","Parallel 10V, Series 20V","Parallel 520mA, Series 260mA","Single","Single, Multiple Taps","No","4.4VA","Through Hole","PC Pin","42.93mm L x 31.75mm W","36.83mm","2000Vrms","0.33 lb (149.69 g)"
"https://www.hammfg.com/electronics/transformers/power/160-161.pdf","//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_160D120.jpg","HM4191-ND","161F28","Hammond Manufacturing","Hammond Manufacturing","PWR XFMR LAMINATED 4.4VA TH","401","15.45","0","1","Bulk","161","Active","Laminated Core","115V","Parallel 14V, Series 28V","Parallel 320mA, Series 160mA","Single","Single, Multiple Taps","No","4.4VA","Through Hole","PC Pin","42.93mm L x 31.75mm W","36.83mm","2000Vrms","0.33 lb (149.69 g)"
"https://www.tamuracorp.com/clientuploads/pdfs/engineeringdocs/3FL20-300.pdf","//media.digikey.com/photos/Tamura%20Photos/3FL12-475.jpg","MT1114-ND","3FL20-300","Tamura","Tamura","PWR XFMR LAMINATED 6VA TH","220","15.87","0","1","Tube","3FL","Active","Laminated Core","115V, 230V","Parallel 10V, Series 20V","Parallel 600mA, Series 300mA","Dual","Dual","No","6VA","Through Hole","PC Pin","47.60mm L x 39.60mm W","21.60mm","1500Vrms","-"
"https://www.hammfg.com/electronics/transformers/power/162-164.pdf","//media.digikey.com/photos/Hammond%20Mfg%20Photos/164Series_2.4VA.jpg","HM4301-ND","164E20","Hammond Manufacturing","Hammond Manufacturing","XFRMR LAMINATED 2.4VA THRU HOLE","392","15.93","0","1","Bulk","164","Active","Laminated Core","115V","Parallel 10V, Series 20V","Parallel 240mA, Series 120mA","Single","Dual","No","2.4VA","Through Hole","PC Pin","34.93mm L x 28.56mm W","30.18mm","2500Vrms","0.25 lb (113.4 g)"
"http://catalog.triadmagnetics.com/Asset/FP16-375.pdf","//media.digikey.com/photos/Triad%20Magnetics%20Photos/XFORMER%206.0VA%20TO61-1618.jpg","237-1018-ND","FP16-375","Triad Magnetics","Triad Magnetics","PWR XFMR LAMINATED 6VA TH","596","15.96","0","1","Box","Flat Pack™","Active","Laminated Core","115V, 230V","Parallel 8V, Series 16V","Parallel 750mA, Series 375mA","Dual","Dual","No","6VA","Through Hole","PC Pin","47.63mm L x 39.67mm W","22.22mm","2000Vrms","0.438 lb (198.67 g)"
"http://catalog.triadmagnetics.com/Asset/FP30-200.pdf","//media.digikey.com/photos/Triad%20Magnetics%20Photos/XFORMER%206.0VA%20TO61-1618.jpg","237-1021-ND","FP30-200","Triad Magnetics","Triad Magnetics","PWR XFMR LAMINATED 6VA TH","234","15.96","0","1","Box","Flat Pack™","Active","Laminated Core","115V, 230V","Parallel 15V, Series 30V","Parallel 400mA, Series 200mA","Dual","Dual","No","6VA","Through Hole","PC Pin","47.63mm L x 39.67mm W","22.22mm","2000Vrms","0.438 lb (198.67 g)"
"http://catalog.triadmagnetics.com/Asset/F-13X.pdf","//media.digikey.com/Photos/Triad%20Magnetics%20Photos/F-13X.jpg","237-1911-ND","F-13X","Triad Magnetics","Triad Magnetics","PWR XFMR LAMINATED 3.78VA CHAS","148","12.44","0","1","Box","Single Secondary","Active","Laminated Core","115V","6.3V","680mA","Single","Single","No","3.78VA","Chassis Mount","Wire Leads","60.32mm L x 34.93mm W","34.93mm","1500Vrms","0.37 lb (167.83 g)"
"https://belfuse.com/resources/datasheets/signaltransformer/ds-st-pc-series.pdf","//media.digikey.com/Photos/Signal Transformers Photos/DPC-10-120.jpg","595-1906-ND","DPC-10-120","Signal Transformer","Signal Transformer","PWR XFMR LAMINATED 1.2VA TH","2,677","12.61","0","1","Bulk","DPC","Active","Laminated Core","115V, 230V","Parallel 5V, Series 10V","Parallel 240mA, Series 120mA","Dual","Dual","No","1.2VA","Through Hole","PC Pin","34.90mm L x 28.60mm W","30.15mm","1500Vrms","0.188 lb (85.28 g)"
"https://www.hammfg.com/electronics/transformers/power/162-164.pdf","//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_162E10.jpg","HM4238-ND","162E20","Hammond Manufacturing","Hammond Manufacturing","XFRMR LAMINATED 2.4VA THRU HOLE","609","16.68","0","1","Bulk","162","Active","Laminated Core","115V, 230V","Parallel 10V, Series 20V","Parallel 240mA, Series 120mA","Dual","Dual","No","2.4VA","Through Hole","PC Pin","34.93mm L x 28.58mm W","30.15mm","2500Vrms","0.25 lb (113.4 g)"
"https://belfuse.com/resources/datasheets/signaltransformer/ds-st-pc-series.pdf","//media.digikey.com/photos/Signal%20Transformers%20Photos/SINGLE%20XFORMER%204.4VA%20TO63-1811.jpg","595-1108-ND","PC-16-260","Signal Transformer","Signal Transformer","PWR XFMR LAMINATED 4.4VA TH","1,260","13","0","1","Box","PC","Active","Laminated Core","115V","Parallel 8V, Series 16V","Parallel 520mA, Series 260mA","Single","Dual","No","4.4VA","Through Hole","PC Pin","41.30mm L x 31.80mm W","34.92mm","1500Vrms","0.313 lb (141.97 g)"
"https://belfuse.com/resources/datasheets/signaltransformer/ds-st-st-series.pdf","//media.digikey.com/Photos/Signal%20Transformers%20Photos/MFG_DST_series.jpg","595-1212-ND","DST-3-24","Signal Transformer","Signal Transformer","PWR XFMR LAMINATED 2.4VA TH","662","13.05","0","1","Box","DST","Active","Laminated Core","115V, 230V","Parallel 12V, Series 24V","Parallel 200mA, Series 100mA","Dual","Dual","No","2.4VA","Through Hole","PC Pin","34.90mm L x 28.60mm W","30.80mm","2500Vrms","0.25 lb (113.4 g)"
"https://belfuse.com/resources/datasheets/signaltransformer/ds-st-st-series.pdf","//media.digikey.com/Photos/Signal%20Transformers%20Photos/MFG_DST_series.jpg","595-1224-ND","DST-3-36","Signal Transformer","Signal Transformer","PWR XFMR LAMINATED 2.4VA TH","323","13.05","0","1","Box","DST","Active","Laminated Core","115V, 230V","Parallel 18V, Series 36V","Parallel 130mA, Series 65mA","Dual","Dual","No","2.4VA","Through Hole","PC Pin","34.90mm L x 28.60mm W","30.80mm","2500Vrms","0.25 lb (113.4 g)"
"https://belfuse.com/resources/datasheets/signaltransformer/ds-st-pc-series.pdf","//media.digikey.com/photos/Signal%20Transformers%20Photos/SINGLE%20XFORMER%204.4VA%20TO63-1811.jpg","595-1124-ND","PC-34-125","Signal Transformer","Signal Transformer","PWR XFMR LAMINATED 4.4VA TH","416","13.12","0","1","Box","PC","Active","Laminated Core","115V","Parallel 17V, Series 34V","Parallel 250mA, Series 125mA","Single","Dual","No","4.4VA","Through Hole","PC Pin","41.30mm L x 31.80mm W","34.92mm","1500Vrms","0.313 lb (141.97 g)"
"https://belfuse.com/resources/datasheets/signaltransformer/ds-st-241-series.pdf","//media.digikey.com/photos/Signal%20Transformers%20Photos/SINGLE%20XFORMER%20TO63-1810.jpg","595-1055-ND","241-4-24","Signal Transformer","Signal Transformer","PWR XFMR LAMINATED 6VA CHAS MT","144","13.35","0","1","Box","Two-4-One™","Active","Laminated Core","115V","24V","250mA","Single","Single","Yes","6VA","Chassis Mount","Solder, Quick Connect","60.30mm L x 33.30mm W","36.20mm","2500Vrms","0.44 lb (199.58 g)"
"https://belfuse.com/resources/datasheets/signaltransformer/ds-st-st-series.pdf","//media.digikey.com/photos/Signal%20Transformers%20Photos/ST-4-36.jpg","595-1190-ND","ST-4-36","Signal Transformer","Signal Transformer","PWR XFMR LAMINATED 6VA TH","92","13.41","0","1","Box","ST","Active","Laminated Core","115V","Parallel 18V, Series 36V","Parallel 340mA, Series 170mA","Single","Dual","No","6VA","Through Hole","PC Pin","41.30mm L x 33.30mm W","33.30mm","2500Vrms","0.44 lb (199.58 g)"
"https://belfuse.com/resources/datasheets/signaltransformer/ds-st-14a-series.pdf","//media.digikey.com/Photos/Signal%20Transformers%20Photos/MFG_14A_series.jpg","595-1029-ND","14A-2.5R-36","Signal Transformer","Signal Transformer","PWR XFMR LAMINATED 2.5VA TH","310","13.48","0","1","Box","One-4-All™","Active","Laminated Core","115V, 230V","Parallel 18V, Series 36V","Parallel 140mA, Series 70mA","Dual","Dual","No","2.5VA","Through Hole","PC Pin","41.30mm L x 36.50mm W","28.60mm","4000Vrms","0.25 lb (113.4 g)"
"https://belfuse.com/resources/datasheets/signaltransformer/ds-st-14a-series.pdf","//media.digikey.com/Photos/Signal%20Transformers%20Photos/MFG_14A_series.jpg","595-1006-ND","14A-2.5R-16","Signal Transformer","Signal Transformer","PWR XFMR LAMINATED 2.5VA TH","225","13.48","0","1","Box","One-4-All™","Active","Laminated Core","115V, 230V","Parallel 8V, Series 16V","Parallel 300mA, Series 150mA","Dual","Dual","No","2.5VA","Through Hole","PC Pin","41.30mm L x 36.50mm W","28.60mm","4000Vrms","0.25 lb (113.4 g)"
"https://www.tamuracorp.com/clientuploads/pdfs/engineeringdocs/3FS-5XX.pdf","//media.digikey.com/Photos/Tamura%20Photos/3FS-5.jpg","MT2208-ND","3FS-512","Tamura","Tamura","PWR XFMR LAMINATED 12VA TH","215","17.9","0","1","Tube","3FS-5xx","Active","Laminated Core","115V","Parallel 6.3V, Series 12.6V","Parallel 2A, Series 1A","Single","Dual","No","12VA","Through Hole","PC Pin","48.50mm L x 41.52mm W","38.00mm","2500Vrms","-"
"https://belfuse.com/resources/datasheets/signaltransformer/ds-st-cl2-pc-2-series.pdf","//media.digikey.com/Photos/Signal%20Transformers%20Photos/CL2-2.5R-12.jpg","595-2002-ND","CL2-2.5R-12","Signal Transformer","Signal Transformer","PWR XFMR LAMINATED 2.5VA TH","1,890","13.71","0","1","Box","CL2","Active","Laminated Core","115V, 230V","12V","200mA","Dual","Single","No","2.5VA","Through Hole","PC Pin","41.30mm L x 36.50mm W","28.60mm","4000Vrms","0.25 lb (113.4 g)"
"https://www.hammfg.com/files/parts/pdf/229E230.pdf","//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_229E10.jpg","HM4887-ND","229E230","Hammond Manufacturing","Hammond Manufacturing","XFRMR SEMI-TORO 2VA THRU HOLE","124","18.28","0","1","Bulk","229","Active","Semi-Toroidal","115V, 230V","Parallel 115V, Series 230V","Parallel 20mA, Series 10mA","Dual","Dual","No","2VA","Through Hole","PC Pin","39.62mm L x 47.75mm W","16.51mm","1750Vrms","0.21 lb (95.25 g)"
"http://catalog.triadmagnetics.com/Asset/F24-500.pdf","//media.digikey.com/Photos/Triad%20Magnetics%20Photos/F24-500.JPG","237-1819-ND","F24-500","Triad Magnetics","Triad Magnetics","PWR XFMR LAMINATED 12VA TH","196","14.09","0","1","Box","Split Pack™, Class 2/3, F","Active","Laminated Core","115V","Parallel 12V, Series 24V","Parallel 1A, Series 500mA","Single","Dual","No","12VA","Through Hole","PC Pin","47.63mm L x 39.67mm W","36.50mm","2500Vrms","0.7 lb (317.51 g)"
"https://www.hammfg.com/electronics/transformers/power/160-161.pdf","//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_160D120.jpg","HM4147-ND","160G16","Hammond Manufacturing","Hammond Manufacturing","PWR XFMR LAMINATED 10VA TH","103","19.3","0","1","Bulk","160","Active","Laminated Core","115V, 230V","Parallel 8V, Series 16V","Parallel 1.28A, Series 640mA","Dual","Single, Multiple Taps","No","10VA","Through Hole","PC Pin","49.28mm L x 36.58mm W","42.93mm","2000Vrms","0.62 lb (281.23 g)"
"http://catalog.triadmagnetics.com/Asset/VPS230-110.pdf","//media.digikey.com/photos/Triad%20Magnetics%20Photos/XFORMER%2025VA,%2043VA%20TO61-1617.jpg","237-1269-ND","VPS230-110","Triad Magnetics","Triad Magnetics","PWR XFMR LAMINATED 25VA CHAS MT","457","19.32","0","1","Box","Chassis Mount: World Series™","Active","Laminated Core","115V, 230V","Parallel 115V, Series 230V","Parallel 220mA, Series 110mA","Dual","Dual","No","25VA","Chassis Mount","Solder, Quick Connect","50.80mm L x 49.28mm W","58.67mm","4000Vrms","1.3 lbs (589.7 g)"
"https://belfuse.com/resources/datasheets/signaltransformer/ds-st-st-series.pdf","//media.digikey.com/Photos/Signal%20Transformers%20Photos/MFG_DST_series.jpg","595-1207-ND","DST-4-20","Signal Transformer","Signal Transformer","PWR XFMR LAMINATED 6VA TH","212","14.41","0","1","Box","DST","Active","Laminated Core","115V, 230V","Parallel 10V, Series 20V","Parallel 600mA, Series 300mA","Dual","Dual","No","6VA","Through Hole","PC Pin","41.30mm L x 33.30mm W","33.30mm","2500Vrms","0.44 lb (199.58 g)"
"https://belfuse.com/resources/datasheets/signaltransformer/ds-st-st-series.pdf","//media.digikey.com/Photos/Signal%20Transformers%20Photos/MFG_DST_series.jpg","595-1196-ND","DST-4-12","Signal Transformer","Signal Transformer","PWR XFMR LAMINATED 6VA TH","202","14.41","0","1","Box","DST","Active","Laminated Core","115V, 230V","Parallel 6.3V, Series 12.6V","Parallel 1A, Series 500mA","Dual","Dual","No","6VA","Through Hole","PC Pin","41.30mm L x 33.30mm W","33.30mm","2500Vrms","0.44 lb (199.58 g)"
"https://belfuse.com/resources/datasheets/signaltransformer/ds-st-14a-series.pdf","//media.digikey.com/Photos/Signal%20Transformers%20Photos/MFG_14A_series.jpg","595-1001-ND","14A-5.0R-12","Signal Transformer","Signal Transformer","PWR XFMR LAMINATED 5VA TH","400","14.48","0","1","Box","One-4-All™","Active","Laminated Core","115V, 230V","Parallel 6.3V, Series 12.6V","Parallel 800mA, Series 400mA","Dual","Dual","No","5VA","Through Hole","PC Pin","41.30mm L x 36.50mm W","34.90mm","4000Vrms","0.37 lb (167.83 g)"
"https://belfuse.com/resources/datasheets/signaltransformer/ds-st-pc-series.pdf","//media.digikey.com/photos/Signal%20Transformers%20Photos/DUAL%20XFORMER%204.4VA%20TO63-1811.jpg","595-1152-ND","DPC-34-125","Signal Transformer","Signal Transformer","PWR XFMR LAMINATED 4.4VA TH","242","14.83","0","1","Box","DPC","Active","Laminated Core","115V, 230V","Parallel 17V, Series 34V","Parallel 250mA, Series 125mA","Dual","Dual","No","4.4VA","Through Hole","PC Pin","41.30mm L x 31.80mm W","34.92mm","1500Vrms","0.313 lb (141.97 g)"
"https://belfuse.com/resources/datasheets/signaltransformer/ds-st-14a-series.pdf","//media.digikey.com/Photos/Signal%20Transformers%20Photos/MFG_14A_series.jpg","595-1008-ND","14A-10R-16","Signal Transformer","Signal Transformer","PWR XFMR LAMINATED 10VA TH","255","15.15","0","1","Box","One-4-All™","Active","Laminated Core","115V, 230V","Parallel 8V, Series 16V","Parallel 1.25A, Series 620mA","Dual","Dual","No","10VA","Through Hole","PC Pin","47.60mm L x 39.70mm W","34.90mm","4000Vrms","0.53 lb (240.4 g)"
"https://belfuse.com/resources/datasheets/signaltransformer/ds-st-st-series.pdf","//media.digikey.com/photos/Signal%20Transformers%20Photos/SIGNAL%20TRANSFORMERS-%20DST-5-16.jpg","595-1167-ND","ST-5-16","Signal Transformer","Signal Transformer","PWR XFMR LAMINATED 12VA TH","285","15.31","0","1","Box","ST","Active","Laminated Core","115V","Parallel 8V, Series 16V","Parallel 1.6A, Series 800mA","Single","Dual","No","12VA","Through Hole","PC Pin","47.80mm L x 39.60mm W","36.90mm","2500Vrms","0.7 lb (317.51 g)"
"https://belfuse.com/resources/datasheets/signaltransformer/ds-st-st-series.pdf","//media.digikey.com/photos/Signal%20Transformers%20Photos/SIGNAL%20TRANSFORMERS-%20DST-5-16.jpg","595-1179-ND","ST-5-24","Signal Transformer","Signal Transformer","PWR XFMR LAMINATED 12VA TH","147","15.31","0","1","Box","ST","Active","Laminated Core","115V","Parallel 12V, Series 24V","Parallel 1A, Series 500mA","Single","Dual","No","12VA","Through Hole","PC Pin","47.80mm L x 39.60mm W","36.90mm","2500Vrms","0.7 lb (317.51 g)"
"http://catalog.triadmagnetics.com/Asset/FD5-24.pdf","//media.digikey.com/Photos/Triad%20Magnetics%20Photos/FD5-24.jpg","237-1739-ND","FD5-24","Triad Magnetics","Triad Magnetics","PWR XFMR LAMINATED 12VA CHAS MT","211","15.34","0","1","Box","Quick Pack","Active","Laminated Core","115V, 230V","24V","500mA","Dual","Single","Yes","12VA","Chassis Mount","Solder, Quick Connect - 0.187"" (4.7mm)","71.42mm L x 34.93mm W","41.28mm","2500VAC","0.7 lb (317.51 g)"
"http://catalog.triadmagnetics.com/Asset/F-216X.pdf","//media.digikey.com/Photos/Triad%20Magnetics%20Photos/F-13X.jpg","237-1935-ND","F-216X","Triad Magnetics","Triad Magnetics","PWR XFMR LAMINATED 4.2VA CHAS MT","306","15.35","0","1","Box","Single Secondary","Active","Laminated Core","115V","12V","350mA","Single","Single","No","4.2VA","Chassis Mount","Wire Leads","60.32mm L x 34.93mm W","34.93mm","1500Vrms","0.37 lb (167.83 g)"
"http://catalog.triadmagnetics.com/Asset/VPL10-500.pdf","//media.digikey.com/Photos/Triad%20Magnetics%20Photos/VPL10-500.jpg","237-1631-ND","VPL10-500","Triad Magnetics","Triad Magnetics","PWR XFMR LAMINATED 5.0VA CHAS MT","634","15.42","0","1","Box","Chassis Mount: World Series™","Active","Laminated Core","115V, 230V","10V","500mA","Dual","Dual","No","5.0VA","Chassis Mount","Wire Leads","36.52mm L x 60.33mm W","36.52mm","3500Vrms","0.4 lb (181.44 g)"
"https://www.hammfg.com/electronics/transformers/power/166.pdf","//media.digikey.com/photos/Hammond%20Mfg%20Photos/166%20Series.jpg","HM514-ND","166L10","Hammond Manufacturing","Hammond Manufacturing","PWR XFMR LAMINATED 20VA CHAS MT","108","21.61","0","1","Bulk","166","Active","Laminated Core","115V","10V","2A","Single","Single","Yes","20VA","Chassis Mount","Wire Leads","82.55mm L x 44.45mm W","50.80mm","2000Vrms","1.2 lbs (544.3 g)"
"https://belfuse.com/resources/datasheets/signaltransformer/ds-st-st-series.pdf","//media.digikey.com/Photos/Signal%20Transformers%20Photos/MFG_DST_series.jpg","595-1202-ND","DST-5-16","Signal Transformer","Signal Transformer","PWR XFMR LAMINATED 12VA TH","663","15.64","0","1","Box","DST","Active","Laminated Core","115V, 230V","Parallel 8V, Series 16V","Parallel 1.6A, Series 800mA","Dual","Dual","No","12VA","Through Hole","PC Pin","47.80mm L x 39.60mm W","36.90mm","2500Vrms","0.7 lb (317.51 g)"
"https://belfuse.com/resources/datasheets/signaltransformer/ds-st-st-series.pdf","//media.digikey.com/Photos/Signal%20Transformers%20Photos/MFG_DST_series.jpg","595-1226-ND","DST-5-36","Signal Transformer","Signal Transformer","PWR XFMR LAMINATED 12VA TH","390","15.64","0","1","Box","DST","Active","Laminated Core","115V, 230V","Parallel 18V, Series 36V","Parallel 700mA, Series 350mA","Dual","Dual","No","12VA","Through Hole","PC Pin","47.80mm L x 39.60mm W","36.90mm","2500Vrms","0.7 lb (317.51 g)"
"https://www.tamuracorp.com/clientuploads/pdfs/engineeringdocs/PL20-XX-130B.pdf","//media.digikey.com/photos/Tamura%20Photos/PL20-xx-130B.jpg","MT3128-ND","PL20-24-130B","Tamura","Tamura","PWR XFMR LAMINATED 20VA TH","384","21.88","0","1","Bulk","PL20-xx-130B","Active","Laminated Core","115V, 230V","Parallel 12V, Series 24V","Parallel 1.66A, Series 830mA","Dual","Dual","No","20VA","Through Hole","PC Pin","57.20mm L x 47.60mm W","41.28mm","3500Vrms","-"
"http://catalog.triadmagnetics.com/Asset/TCT40-01E07AB.pdf","//media.digikey.com/Photos/Triad%20Magnetics%20Photos/MFG_TCT40-AB.jpg","237-1239-ND","TCT40-01E07AB","Triad Magnetics","Triad Magnetics","PWR XFMR LAMINATED 40VA CHAS MT","416","22.28","0","1","Box","Class 2, TCT","Active","Laminated Core","120V","24V","1.67A","Single","Single","No","40VA","Chassis Mount","Solder, Quick Connect","92.46mm L x 56.67mm W","57.40mm","1500Vrms","1.5 lbs (680.4 g)"
"http://catalog.triadmagnetics.com/Asset/TCT40-05E07AB.pdf","//media.digikey.com/Photos/Triad%20Magnetics%20Photos/MFG_TCT40-AB.jpg","237-1243-ND","TCT40-05E07AB","Triad Magnetics","Triad Magnetics","PWR XFMR LAMINATED 40VA CHAS MT","257","22.28","0","1","Box","Class 2, TCT","Active","Laminated Core","120V, 208V, 240V","24V","1.67A","Single, Multiple Taps","Single","No","40VA","Chassis Mount","Solder, Quick Connect","92.46mm L x 56.67mm W","57.40mm","1500Vrms","1.5 lbs (680.4 g)"
