Datasheet,Image,DK Part #,Mfr Part #,Mfr,Supplier,Description,Stock,Price,@ qty,Min Qty,Package,Series,"Part Status","Turns Ratio - Primary:Secondary","Impedance - Primary (Ohms)","Impedance - Secondary (Ohms)","DC Resistance (DCR) - Primary","DC Resistance (DCR) - Secondary","Transformer Type","Frequency Range","Frequency Response","Voltage - Isolation","Insertion Loss","Return Loss","Power Level","Operating Temperature","Approval Agency","Mounting Type","Size / Dimension","Height - Seated (Max)","Termination Style"
"https://www.tamuracorp.com/clientuploads/pdfs/engineeringdocs/3FS-2XX.pdf","//media.digikey.com/photos/Tamura%20Photos/3FS-216.JPG","MT2205-ND","3FS-212","Tamura","Tamura","PWR XFMR LAMINATED 1.1VA TH","220","7.08","0","1","Tube","3FS-2xx","Active","Laminated Core","115V","Parallel 6.3V, Series 12.6V","Parallel 180mA, Series 90mA","Single","Dual","No","1.1VA","Through Hole","PC Pin","35.56mm L x 31.00mm W","25.40mm","2500Vrms","-"
"https://www.tamuracorp.com/clientuploads/pdfs/engineeringdocs/3FS-3XX.pdf","//media.digikey.com/photos/Tamura%20Photos/3FS-310.jpg","MT2206-ND","3FS-312","Tamura","Tamura","PWR XFMR LAMINATED 2.4VA TH","142","7.13","0","1","Tube","3FS-3xx","Active","Laminated Core","115V","Parallel 6.3V, Series 12.6V","Parallel 400mA, Series 200mA","Single","Dual","No","2.4VA","Through Hole","PC Pin","35.56mm L x 31.00mm W","32.10mm","2500Vrms","-"
"https://www.tamuracorp.com/clientuploads/pdfs/engineeringdocs/3FD-3XX.pdf","//media.digikey.com/photos/Tamura%20Photos/3FD-324.jpg","MT2114-ND","3FD-324","Tamura","Tamura","PWR XFMR LAMINATED 2.4VA TH","11,560","7.62","0","1","Tube","3FD-3xx","Active","Laminated Core","115V, 230V","Parallel 12V, Series 24V","Parallel 200mA, Series 100mA","Dual","Dual","No","2.4VA","Through Hole","PC Pin","35.56mm L x 31.00mm W","32.10mm","2500Vrms","-"
"https://www.tamuracorp.com/clientuploads/pdfs/engineeringdocs/3FD-2XX.pdf","//media.digikey.com/photos/Tamura%20Photos/3FD-210.jpg","MT2096-ND","3FD-210","Tamura","Tamura","PWR XFMR LAMINATED 1.1VA TH","3,559","7.62","0","1","Tube","3FD-2xx","Active","Laminated Core","115V, 230V","Parallel 5V, Series 10V","Parallel 220mA, Series 110mA","Dual","Dual","No","1.1VA","Through Hole","PC Pin","35.56mm L x 31.00mm W","25.40mm","2500Vrms","-"
"https://www.tamuracorp.com/clientuploads/pdfs/engineeringdocs/3FD-2XX.pdf","//media.digikey.com/photos/Tamura%20Photos/3FD-248.JPG","MT2101-ND","3FD-212","Tamura","Tamura","PWR XFMR LAMINATED 1.1VA TH","2,844","7.63","0","1","Tube","3FD-2xx","Active","Laminated Core","115V, 230V","Parallel 6.3V, Series 12.6V","Parallel 180mA, Series 90mA","Dual","Dual","No","1.1VA","Through Hole","PC Pin","35.56mm L x 31.00mm W","38.00mm","2500Vrms","-"
"http://catalog.triadmagnetics.com/Asset/FS12-090-C2.pdf","//media.digikey.com/Photos/Triad%20Magnetics%20Photos/FSxx-xxx-C2-B.JPG","237-1577-ND","FS12-090-C2","Triad Magnetics","Triad Magnetics","PWR XFMR LAMINATED 1.1VA TH","3,347","6.89","0","1","Tube","Split Pack™, Class 2/3, FS","Active","Laminated Core","115V, 230V","Parallel 6.3V, Series 12.6V","Parallel 180mA, Series 90mA","Dual","Dual","No","1.1VA","Through Hole","PC Pin","34.93mm L x 28.58mm W","23.80mm","4200Vrms","0.17 lb (77.11 g)"
"http://catalog.triadmagnetics.com/Asset/F12-200-C2.pdf","//media.digikey.com/Photos/Triad%20Magnetics%20Photos/FSxx-xxx-C2-B%2033.32mm.JPG","237-1567-ND","F12-200-C2","Triad Magnetics","Triad Magnetics","PWR XFMR LAMINATED 2.5VA TH","585","7.08","0","1","Tray","Split Pack™, Class 2/3, F","Active","Laminated Core","115V","Parallel 6.3V, Series 12.6V","Parallel 400mA, Series 200mA","Single","Dual","No","2.5VA","Through Hole","PC Pin","34.93mm L x 28.58mm W","30.15mm","2500Vrms","0.25 lb (113.4 g)"
"http://catalog.triadmagnetics.com/Asset/FS12-200-C2.pdf","//media.digikey.com/Photos/Triad%20Magnetics%20Photos/FSxx-xxx-C2-B.JPG","237-1542-ND","FS12-200-C2","Triad Magnetics","Triad Magnetics","PWR XFMR LAMINATED 2.4VA TH","10,669","7.76","0","1","Tube","Split Pack™, Class 2/3, FS","Active","Laminated Core","115V, 230V","Parallel 6.3V, Series 12.6V","Parallel 400mA, Series 200mA","Dual","Dual","No","2.4VA","Through Hole","PC Pin","34.93mm L x 28.58mm W","30.15mm","4200Vrms","0.25 lb (113.4 g)"
"http://catalog.triadmagnetics.com/Asset/FS20-120-C2.pdf","//media.digikey.com/Photos/Triad%20Magnetics%20Photos/FSxx-xxx-C2-B.JPG","237-1540-5-ND","FS20-120-C2","Triad Magnetics","Triad Magnetics","PWR XFMR LAMINATED 2.4VA TH","8,694","7.76","0","1","Tube","Split Pack™, Class 2/3, FS","Active","Laminated Core","115V, 230V","Parallel 10V, Series 20V","Parallel 240mA, Series 120mA","Dual","Dual","No","2.4VA","Through Hole","PC Pin","34.93mm L x 28.58mm W","30.15mm","4200Vrms","0.25 lb (113.4 g)"
"http://catalog.triadmagnetics.com/Asset/FS24-100-C2.pdf","//media.digikey.com/Photos/Triad%20Magnetics%20Photos/FSxx-xxx-C2-B.JPG","237-1539-ND","FS24-100-C2","Triad Magnetics","Triad Magnetics","PWR XFMR LAMINATED 2.4VA TH","5,200","7.76","0","1","Tube","Split Pack™, Class 2/3, FS","Active","Laminated Core","115V, 230V","Parallel 12V, Series 24V","Parallel 200mA, Series 100mA","Dual","Dual","No","2.4VA","Through Hole","PC Pin","34.93mm L x 28.58mm W","30.15mm","4200Vrms","0.25 lb (113.4 g)"
"http://catalog.triadmagnetics.com/Asset/VPP28-090.pdf","//media.digikey.com/photos/Triad%20Magnetics%20Photos/XFORMER%202.50VA%20TO61-1617.jpg","237-1065-ND","VPP28-090","Triad Magnetics","Triad Magnetics","PWR XFMR LAMINATED 2.5VA TH","3,030","10.42","0","1","Box","PC Mount: World Series™","Active","Laminated Core","115V, 230V","Parallel 14V, Series 28V","Parallel 180mA, Series 90mA","Dual","Dual","No","2.5VA","Through Hole","PC Pin","41.28mm L x 33.32mm W","28.58mm","4000Vrms","0.25 lb (113.4 g)"
"http://catalog.triadmagnetics.com/Asset/VPP24-100.pdf","//media.digikey.com/photos/Triad%20Magnetics%20Photos/XFORMER%202.50VA%20TO61-1617.jpg","237-1064-ND","VPP24-100","Triad Magnetics","Triad Magnetics","PWR XFMR LAMINATED 2.5VA TH","700","10.42","0","1","Box","PC Mount: World Series™","Active","Laminated Core","115V, 230V","Parallel 12V, Series 24V","Parallel 200mA, Series 100mA","Dual","Dual","No","2.5VA","Through Hole","PC Pin","41.28mm L x 33.32mm W","28.58mm","4000Vrms","0.25 lb (113.4 g)"
"http://catalog.triadmagnetics.com/Asset/VPP16-310.pdf","//media.digikey.com/photos/Triad%20Magnetics%20Photos/XFORMER%205.0VA%20TO61-1617.jpg","237-1083-ND","VPP16-310","Triad Magnetics","Triad Magnetics","PWR XFMR LAMINATED 5VA TH","1,046","10.87","0","1","Box","PC Mount: World Series™","Active","Laminated Core","115V, 230V","Parallel 8V, Series 16V","Parallel 620mA, Series 310mA","Dual","Dual","No","5VA","Through Hole","PC Pin","41.28mm L x 33.32mm W","34.93mm","4000Vrms","0.37 lb (167.83 g)"
"http://catalog.triadmagnetics.com/Asset/VPP24-210.pdf","//media.digikey.com/photos/Triad%20Magnetics%20Photos/XFORMER%205.0VA%20TO61-1617.jpg","237-1085-ND","VPP24-210","Triad Magnetics","Triad Magnetics","PWR XFMR LAMINATED 5VA TH","573","10.87","0","1","Box","PC Mount: World Series™","Active","Laminated Core","115V, 230V","Parallel 12V, Series 24V","Parallel 420mA, Series 210mA","Dual","Dual","No","5VA","Through Hole","PC Pin","41.28mm L x 33.32mm W","34.93mm","4000Vrms","0.37 lb (167.83 g)"
"https://www.tamuracorp.com/clientuploads/pdfs/engineeringdocs/PL5.0-XX-130B.pdf","//media.digikey.com/photos/Tamura%20Photos/PL5.0-xx-130B.jpg","MT3102-ND","PL5.0-10-130B","Tamura","Tamura","PWR XFMR LAMINATED 5VA TH","1,092","10.94","0","1","Tube","PL5.0-xx-130B","Active","Laminated Core","115V, 230V","Parallel 5V, Series 10V","Parallel 1A, Series 500mA","Dual","Dual","No","5VA","Through Hole","PC Pin","41.28mm L x 36.37mm W","35.60mm","3500Vrms","-"
"http://catalog.triadmagnetics.com/Asset/F24-250-C2.pdf","//media.digikey.com/Photos/Triad%20Magnetics%20Photos/FSxx-xxx-C2-B%2033.32mm.JPG","237-1532-ND","F24-250-C2","Triad Magnetics","Triad Magnetics","PWR XFMR LAMINATED 6VA TH","3,502","10.51","0","1","Tube","Split Pack™, Class 2/3, F","Active","Laminated Core","115V","Parallel 12V, Series 24V","Parallel 500mA, Series 250mA","Single","Dual","No","6VA","Through Hole","PC Pin","41.28mm L x 33.32mm W","33.32mm","2500Vrms","0.7 lb (317.51 g)"
"http://catalog.triadmagnetics.com/Asset/FS12-200.pdf","//media.digikey.com/photos/Triad%20Magnetics%20Photos/XFORMER%20SPLIT%202.5VA%20TO61-1618.jpg","237-1032-ND","FS12-200","Triad Magnetics","Triad Magnetics","PWR XFMR LAMINATED 2.4VA TH","912","12.51","0","1","Box","Split Pack™","Active","Laminated Core","115V, 230V","Parallel 6.3V, Series 12.6V","Parallel 400mA, Series 200mA","Dual","Dual","No","2.4VA","Through Hole","PC Pin","34.93mm L x 28.58mm W","30.15mm","2500Vrms","0.25 lb (113.4 g)"
"http://catalog.triadmagnetics.com/Asset/FS24-100.pdf","//media.digikey.com/photos/Triad%20Magnetics%20Photos/XFORMER%20SPLIT%202.5VA%20TO61-1618.jpg","237-1035-ND","FS24-100","Triad Magnetics","Triad Magnetics","PWR XFMR LAMINATED 2.4VA TH","525","12.51","0","1","Box","Split Pack™","Active","Laminated Core","115V, 230V","Parallel 12V, Series 24V","Parallel 200mA, Series 100mA","Dual","Dual","No","2.4VA","Through Hole","PC Pin","34.93mm L x 28.58mm W","30.15mm","2500Vrms","0.25 lb (113.4 g)"
"https://www.tamuracorp.com/clientuploads/pdfs/engineeringdocs/3FD-4XX.pdf","//media.digikey.com/photos/Tamura%20Photos/3FD-424.jpg","MT2119-ND","3FD-428","Tamura","Tamura","PWR XFMR LAMINATED 6VA TH","902","12.91","0","1","Tube","3FD-4xx","Active","Laminated Core","115V, 230V","Parallel 14V, Series 28V","Parallel 400mA, Series 200mA","Dual","Dual","No","6VA","Through Hole","PC Pin","41.50mm L x 34.83mm W","38.00mm","2500Vrms","-"
"https://www.tamuracorp.com/clientuploads/pdfs/engineeringdocs/3FD-4XX.pdf","//media.digikey.com/photos/Tamura%20Photos/3FD-424.jpg","MT2107-ND","3FD-416","Tamura","Tamura","PWR XFMR LAMINATED 6VA TH","440","12.91","0","1","Tube","3FD-4xx","Active","Laminated Core","115V, 230V","Parallel 8V, Series 16V","Parallel 800mA, Series 400mA","Dual","Dual","No","6VA","Through Hole","PC Pin","41.50mm L x 34.83mm W","38.00mm","2500Vrms","-"
"http://catalog.triadmagnetics.com/Asset/FS24-250.pdf","//media.digikey.com/photos/Triad%20Magnetics%20Photos/XFORMER%20SPLIT%206.0VA%20TO61-1618.jpg","237-1042-ND","FS24-250","Triad Magnetics","Triad Magnetics","PWR XFMR LAMINATED 6VA TH","756","12.93","0","1","Box","Split Pack™","Active","Laminated Core","115V, 230V","Parallel 12V, Series 24V","Parallel 500mA, Series 250mA","Dual","Dual","No","6VA","Through Hole","PC Pin","41.28mm L x 33.32mm W","33.32mm","2500Vrms","0.44 lb (199.58 g)"
"http://catalog.triadmagnetics.com/Asset/FS24-250-C2.pdf","//media.digikey.com/Photos/Triad%20Magnetics%20Photos/FSxx-xxx-C2-B%2033.32mm.JPG","237-1502-ND","FS24-250-C2","Triad Magnetics","Triad Magnetics","PWR XFMR LAMINATED 6VA TH","1,885","11.3","0","1","Tube","Split Pack™, Class 2/3, FS","Active","Laminated Core","115V, 230V","Parallel 12V, Series 24V","Parallel 500mA, Series 250mA","Dual","Dual","No","6VA","Through Hole","PC Pin","41.28mm L x 33.32mm W","33.32mm","4200Vrms","0.44 lb (199.58 g)"
"https://www.hammfg.com/electronics/transformers/power/160-161.pdf","//media.digikey.com/Photos/Hammond Mfg Photos/161C10.jpg","HM4168-ND","161C10","Hammond Manufacturing","Hammond Manufacturing","PWR XFMR LAMINATED 0.5VA TH","192","13.03","0","1","Bulk","161","Active","Laminated Core","115V","Parallel 5V, Series 10V","Parallel 100mA, Series 50mA","Single","Single, Multiple Taps","No","0.5VA","Through Hole","PC Pin","25.40mm L x 23.88mm W","21.34mm","2000Vrms","0.08 lb (36.29 g)"
"https://www.hammfg.com/electronics/transformers/power/160-161.pdf","//media.digikey.com/photos/Hammond%20Mfg%20Photos/161Series_1VA.jpg","HM4177-ND","161D28","Hammond Manufacturing","Hammond Manufacturing","PWR XFMR LAMINATED 1VA TH","112","13.26","0","1","Bulk","161","Active","Laminated Core","115V","Parallel 14V, Series 28V","Parallel 60mA, Series 30mA","Single","Single, Multiple Taps","No","1VA","Through Hole","PC Pin","25.40mm L x 35.05mm W","21.08mm","2000Vrms","0.13 lb (58.97 g)"
"https://www.tamuracorp.com/clientuploads/pdfs/engineeringdocs/3FD-4XX.pdf","//media.digikey.com/photos/Tamura%20Photos/3FD-424.jpg","MT2115-ND","3FD-424","Tamura","Tamura","PWR XFMR LAMINATED 6VA TH","2,046","13.45","0","1","Tube","3FD-4xx","Active","Laminated Core","115V, 230V","Parallel 12V, Series 24V","Parallel 500mA, Series 250mA","Dual","Dual","No","6VA","Through Hole","PC Pin","41.50mm L x 34.83mm W","38.00mm","2500Vrms","-"
"http://catalog.triadmagnetics.com/Asset/VPP24-420.pdf","//media.digikey.com/photos/Triad%20Magnetics%20Photos/XFORMER%2010.0VA%20TO61-1617.jpg","237-1057-ND","VPP24-420","Triad Magnetics","Triad Magnetics","PWR XFMR LAMINATED 10VA TH","1,099","13.48","0","1","Box","PC Mount: World Series™","Active","Laminated Core","115V, 230V","Parallel 12V, Series 24V","Parallel 840mA, Series 420mA","Dual","Dual","No","10VA","Through Hole","PC Pin","47.63mm L x 39.67mm W","34.93mm","4000Vrms","0.53 lb (240.4 g)"
"http://catalog.triadmagnetics.com/Asset/VPP12-800.pdf","//media.digikey.com/photos/Triad%20Magnetics%20Photos/XFORMER%2010.0VA%20TO61-1617.jpg","237-1054-ND","VPP12-800","Triad Magnetics","Triad Magnetics","PWR XFMR LAMINATED 10VA TH","839","13.48","0","1","Box","PC Mount: World Series™","Active","Laminated Core","115V, 230V","Parallel 6.3V, Series 12.6V","Parallel 1.6A, Series 800mA","Dual","Dual","No","10VA","Through Hole","PC Pin","47.63mm L x 39.67mm W","34.93mm","4000Vrms","0.53 lb (240.4 g)"
"https://belfuse.com/resources/datasheets/signaltransformer/ds-st-st-series.pdf","//media.digikey.com/photos/Signal%20Transformers%20Photos/ST-2-12.jpg","595-1177-ND","ST-3-24","Signal Transformer","Signal Transformer","PWR XFMR LAMINATED 2.4VA TH","741","11.63","0","1","Box","ST","Active","Laminated Core","115V","Parallel 12V, Series 24V","Parallel 200mA, Series 100mA","Single","Dual","No","2.4VA","Through Hole","PC Pin","34.90mm L x 28.60mm W","30.80mm","2500Vrms","0.25 lb (113.4 g)"
"https://belfuse.com/resources/datasheets/signaltransformer/ds-st-st-series.pdf","//media.digikey.com/photos/Signal%20Transformers%20Photos/ST-2-12.jpg","595-1183-ND","ST-3-28","Signal Transformer","Signal Transformer","PWR XFMR LAMINATED 2.4VA TH","674","11.63","0","1","Box","ST","Active","Laminated Core","115V","Parallel 14V, Series 28V","Parallel 170mA, Series 85mA","Single","Dual","No","2.4VA","Through Hole","PC Pin","34.90mm L x 28.60mm W","30.80mm","2500Vrms","0.25 lb (113.4 g)"
"https://www.hammfg.com/electronics/transformers/power/160-161.pdf","//media.digikey.com/Photos/Hammond%20Mfg%20Photos/160Dxx.JPG","HM4117-ND","160D10","Hammond Manufacturing","Hammond Manufacturing","PWR XFMR LAMINATED 1VA TH","467","14.77","0","1","Bulk","160","Active","Laminated Core","115V, 230V","Parallel 5V, Series 10V","Parallel 180mA, Series 90mA","Dual","Single, Multiple Taps","No","1VA","Through Hole","PC Pin","25.40mm L x 35.05mm W","21.08mm","2000Vrms","0.13 lb (58.97 g)"
"https://belfuse.com/resources/datasheets/signaltransformer/ds-st-pc-series.pdf","//media.digikey.com/photos/Signal%20Transformers%20Photos/DUAL%20XFORMER%201.2VA%20TO63-1811.jpg","595-1131-ND","DPC-12-100","Signal Transformer","Signal Transformer","PWR XFMR LAMINATED 1.2VA TH","613","12.61","0","1","Box","DPC","Active","Laminated Core","115V, 230V","Parallel 6.3V, Series 12.6V","Parallel 200mA, Series 100mA","Dual","Dual","No","1.2VA","Through Hole","PC Pin","34.90mm L x 28.60mm W","30.15mm","1500Vrms","0.188 lb (85.28 g)"
"http://catalog.triadmagnetics.com/Asset/FS16-800.pdf","//media.digikey.com/photos/Triad%20Magnetics%20Photos/XFORMER%20SPLIT%2012.0VA%20TO61-1618.jpg","237-1047-ND","FS16-800","Triad Magnetics","Triad Magnetics","PWR XFMR LAMINATED 12VA TH","1,038","15.19","0","1","Box","Split Pack™","Active","Laminated Core","115V, 230V","Parallel 8V, Series 16V","Parallel 1.6A, Series 800mA","Dual","Dual","No","12VA","Through Hole","PC Pin","47.63mm L x 39.67mm W","36.50mm","2500Vrms","0.7 lb (317.51 g)"
"https://belfuse.com/resources/datasheets/signaltransformer/ds-st-st-series.pdf","//media.digikey.com/photos/Signal%20Transformers%20Photos/ST-4-36.jpg","595-1178-ND","ST-4-24","Signal Transformer","Signal Transformer","PWR XFMR LAMINATED 6VA TH","888","13.41","0","1","Box","ST","Active","Laminated Core","115V","Parallel 12V, Series 24V","Parallel 500mA, Series 250mA","Single","Dual","No","6VA","Through Hole","PC Pin","41.30mm L x 33.30mm W","33.30mm","2500Vrms","0.44 lb (199.58 g)"
"https://belfuse.com/resources/datasheets/signaltransformer/ds-st-14a-series.pdf","//media.digikey.com/Photos/Signal%20Transformers%20Photos/MFG_14A_series.jpg","595-1018-ND","14A-2.5R-24","Signal Transformer","Signal Transformer","PWR XFMR LAMINATED 2.5VA TH","443","13.48","0","1","Box","One-4-All™","Active","Laminated Core","115V, 230V","Parallel 12V, Series 24V","Parallel 200mA, Series 100mA","Dual","Dual","No","2.5VA","Through Hole","PC Pin","41.30mm L x 36.50mm W","34.90mm","4000Vrms","0.25 lb (113.4 g)"
"https://www.tamuracorp.com/clientuploads/pdfs/engineeringdocs/3FS-5XX.pdf","//media.digikey.com/Photos/Tamura%20Photos/3FS-5.jpg","MT2220-ND","3FS-524","Tamura","Tamura","PWR XFMR LAMINATED 12VA TH","910","15.72","0","1","Tube","3FS-5xx","Active","Laminated Core","115V","Parallel 12V, Series 24V","Parallel 1A, Series 500mA","Single","Dual","No","12VA","Through Hole","PC Pin","48.50mm L x 41.52mm W","38.00mm","2500Vrms","-"
"https://www.tamuracorp.com/clientuploads/pdfs/engineeringdocs/3FL24-250.pdf","//media.digikey.com/photos/Tamura%20Photos/3FL12-475.jpg","MT1118-ND","3FL24-250","Tamura","Tamura","PWR XFMR LAMINATED 6VA TH","981","15.83","0","1","Tube","3FL","Active","Laminated Core","115V, 230V","Parallel 12V, Series 24V","Parallel 500mA, Series 250mA","Dual","Dual","No","6VA","Through Hole","PC Pin","47.60mm L x 39.60mm W","21.60mm","1500Vrms","-"
"http://catalog.triadmagnetics.com/Asset/FP24-250.pdf","//media.digikey.com/photos/Triad%20Magnetics%20Photos/XFORMER%206.0VA%20TO61-1618.jpg","237-1020-ND","FP24-250","Triad Magnetics","Triad Magnetics","PWR XFMR LAMINATED 6VA TH","1,231","15.96","0","1","Box","Flat Pack™","Active","Laminated Core","115V, 230V","Parallel 12V, Series 24V","Parallel 500mA, Series 250mA","Dual","Dual","No","6VA","Through Hole","PC Pin","47.63mm L x 39.67mm W","22.22mm","2000Vrms","0.438 lb (198.67 g)"
"https://belfuse.com/resources/datasheets/signaltransformer/ds-st-st-series.pdf","//media.digikey.com/Photos/Signal%20Transformers%20Photos/MFG_DST_series.jpg","595-1201-ND","DST-4-16","Signal Transformer","Signal Transformer","PWR XFMR LAMINATED 6VA TH","1,317","14.41","0","1","Box","DST","Active","Laminated Core","115V, 230V","Parallel 8V, Series 16V","Parallel 800mA, Series 400mA","Dual","Dual","No","6VA","Through Hole","PC Pin","41.30mm L x 33.30mm W","33.30mm","2500Vrms","0.44 lb (199.58 g)"
"https://belfuse.com/resources/datasheets/signaltransformer/ds-st-st-series.pdf","//media.digikey.com/Photos/Signal%20Transformers%20Photos/MFG_DST_series.jpg","595-1219-ND","DST-4-28","Signal Transformer","Signal Transformer","PWR XFMR LAMINATED 6VA TH","570","14.41","0","1","Box","DST","Active","Laminated Core","115V, 230V","Parallel 14V, Series 28V","Parallel 400mA, Series 200mA","Dual","Dual","No","6VA","Through Hole","PC Pin","41.30mm L x 33.30mm W","33.30mm","2500Vrms","0.44 lb (199.58 g)"
"https://belfuse.com/resources/datasheets/signaltransformer/ds-st-st-series.pdf","//media.digikey.com/Photos/Signal%20Transformers%20Photos/MFG_DST_series.jpg","595-1225-ND","DST-4-36","Signal Transformer","Signal Transformer","PWR XFMR LAMINATED 6VA TH","179","14.41","0","1","Box","DST","Active","Laminated Core","115V, 230V","Parallel 18V, Series 36V","Parallel 340mA, Series 170mA","Dual","Dual","No","6VA","Through Hole","PC Pin","41.30mm L x 33.30mm W","33.30mm","2500Vrms","0.44 lb (199.58 g)"
"http://catalog.triadmagnetics.com/Asset/VPP24-830.pdf","//media.digikey.com/photos/Triad%20Magnetics%20Photos/XFORMER%2020.0VA%20TO61-1617.jpg","237-1071-ND","VPP24-830","Triad Magnetics","Triad Magnetics","PWR XFMR LAMINATED 20VA TH","3,421","16.97","0","1","Box","PC Mount: World Series™","Active","Laminated Core","115V, 230V","Parallel 12V, Series 24V","Parallel 1.66A, Series 830mA","Dual","Dual","No","20VA","Through Hole","PC Pin","57.15mm L x 47.63mm W","41.28mm","4000Vrms","0.9 lb (408.23 g)"
"http://catalog.triadmagnetics.com/Asset/VPP36-560.pdf","//media.digikey.com/photos/Triad%20Magnetics%20Photos/XFORMER%2020.0VA%20TO61-1617.jpg","237-1073-ND","VPP36-560","Triad Magnetics","Triad Magnetics","PWR XFMR LAMINATED 20VA TH","1,511","16.97","0","1","Box","PC Mount: World Series™","Active","Laminated Core","115V, 230V","Parallel 18V, Series 36V","Parallel 1.12A, Series 560mA","Dual","Dual","No","20VA","Through Hole","PC Pin","57.15mm L x 47.63mm W","41.28mm","4000Vrms","0.9 lb (408.23 g)"
"http://catalog.triadmagnetics.com/Asset/VPP28-720.pdf","//media.digikey.com/photos/Triad%20Magnetics%20Photos/XFORMER%2020.0VA%20TO61-1617.jpg","237-1072-ND","VPP28-720","Triad Magnetics","Triad Magnetics","PWR XFMR LAMINATED 20VA TH","1,013","16.97","0","1","Box","PC Mount: World Series™","Active","Laminated Core","115V, 230V","Parallel 14V, Series 28V","Parallel 1.44A, Series 720mA","Dual","Dual","No","20VA","Through Hole","PC Pin","57.15mm L x 47.63mm W","41.28mm","4000Vrms","0.9 lb (408.23 g)"
"https://www.tamuracorp.com/clientuploads/pdfs/engineeringdocs/3FD-5XX.pdf","//media.digikey.com/photos/Tamura%20Photos/3FD-556.jpg","MT2108-ND","3FD-516","Tamura","Tamura","PWR XFMR LAMINATED 12VA TH","937","17.21","0","1","Tube","3FD-5xx","Active","Laminated Core","115V, 230V","Parallel 8V, Series 16V","Parallel 1.6A, Series 800mA","Dual","Dual","No","12VA","Through Hole","PC Pin","48.50mm L x 41.52mm W","38.00mm","2500Vrms","-"
"https://www.tamuracorp.com/clientuploads/pdfs/engineeringdocs/3FD-5XX.pdf","//media.digikey.com/photos/Tamura%20Photos/3FD-556.jpg","MT2112-ND","3FD-520","Tamura","Tamura","PWR XFMR LAMINATED 12VA TH","410","17.21","0","1","Tube","3FD-5xx","Active","Laminated Core","115V, 230V","Parallel 10V, Series 20V","Parallel 1.2A, Series 600mA","Dual","Dual","No","12VA","Through Hole","PC Pin","48.50mm L x 41.52mm W","38.00mm","2500Vrms","-"
"https://www.tamuracorp.com/clientuploads/pdfs/engineeringdocs/3FD-5XX.pdf","//media.digikey.com/photos/Tamura%20Photos/3FD-556.jpg","MT2120-ND","3FD-528","Tamura","Tamura","PWR XFMR LAMINATED 12VA TH","338","17.21","0","1","Tube","3FD-5xx","Active","Laminated Core","115V, 230V","Parallel 14V, Series 28V","Parallel 840mA, Series 420mA","Dual","Dual","No","12VA","Through Hole","PC Pin","48.50mm L x 41.52mm W","38.00mm","2500Vrms","-"
"https://belfuse.com/resources/datasheets/signaltransformer/ds-st-14a-series.pdf","//media.digikey.com/Photos/Signal%20Transformers%20Photos/MFG_14A_series.jpg","595-1002-ND","14A-10R-12","Signal Transformer","Signal Transformer","PWR XFMR LAMINATED 10VA TH","1,505","15.15","0","1","Box","One-4-All™","Active","Laminated Core","115V, 230V","Parallel 6.3V, Series 12.6V","Parallel 1.6A, Series 800mA","Dual","Dual","No","10VA","Through Hole","PC Pin","47.60mm L x 39.70mm W","34.90mm","4000Vrms","0.53 lb (240.4 g)"
"https://belfuse.com/resources/datasheets/signaltransformer/ds-st-14a-series.pdf","//media.digikey.com/Photos/Signal%20Transformers%20Photos/MFG_14A_series.jpg","595-1031-ND","14A-10R-36","Signal Transformer","Signal Transformer","PWR XFMR LAMINATED 10VA TH","1,046","15.15","0","1","Box","One-4-All™","Active","Laminated Core","115V, 230V","Parallel 18V, Series 36V","Parallel 560mA, Series 280mA","Dual","Dual","No","10VA","Through Hole","PC Pin","47.60mm L x 39.70mm W","34.90mm","4000Vrms","0.53 lb (240.4 g)"
"https://belfuse.com/resources/datasheets/signaltransformer/ds-st-14a-series.pdf","//media.digikey.com/Photos/Signal%20Transformers%20Photos/MFG_14A_series.jpg","595-1014-ND","14A-10R-20","Signal Transformer","Signal Transformer","PWR XFMR LAMINATED 10VA TH","868","15.15","0","1","Box","One-4-All™","Active","Laminated Core","115V, 230V","Parallel 10V, Series 20V","Parallel 1A, Series 500mA","Dual","Dual","No","10VA","Through Hole","PC Pin","47.60mm L x 39.70mm W","34.90mm","4000Vrms","0.53 lb (240.4 g)"
"https://belfuse.com/resources/datasheets/signaltransformer/ds-st-14a-series.pdf","//media.digikey.com/Photos/Signal%20Transformers%20Photos/MFG_14A_series.jpg","595-1025-ND","14A-10R-28","Signal Transformer","Signal Transformer","PWR XFMR LAMINATED 10VA TH","890","15.15","0","1","Box","One-4-All™","Active","Laminated Core","115V, 230V","Parallel 14V, Series 28V","Parallel 720mA, Series 360mA","Dual","Dual","No","10VA","Through Hole","PC Pin","47.60mm L x 39.70mm W","34.90mm","4000Vrms","0.53 lb (240.4 g)"
"https://www.hammfg.com/electronics/transformers/power/162-164.pdf","//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_162D10.jpg","HM4249-ND","162F24","Hammond Manufacturing","Hammond Manufacturing","PWR XFMR LAMINATED 6VA TH","195","17.71","0","1","Bulk","162","Active","Laminated Core","115V, 230V","Parallel 12V, Series 24V","Parallel 500mA, Series 250mA","Dual","Dual","No","6VA","Through Hole","PC Pin","41.28mm L x 33.32mm W","33.32mm","2500Vrms","0.44 lb (199.58 g)"
