Datasheet,Image,DK Part #,Mfr Part #,Mfr,Supplier,Description,Stock,Price,@ qty,Min Qty,Package,Series,"Part Status","Resistance","Tolerance","Power (Watts)","Composition","Features","Temperature Coefficient","Operating Temperature","Package / Case","Supplier Device Package","Size / Dimension","Height - Seated (Max)","Number of Terminations","Failure Rate"
"https://www.ohmite.com/assets/docs/res_ox_oy.pdf?r=false","//media.digikey.com/photos/Ohmite%20Photos/OY104KE.jpg","OY104KE-ND","OY104KE","Ohmite","Ohmite","RES 100K OHM 2W 10% AXIAL","1,465","3.15","0","1","Bulk","OY","Active","100 kOhms","±10%","2W","Ceramic","Moisture Resistant, Pulse Withstanding","-1000/ -1600ppm/°C","-40°C ~ 220°C","Axial","Axial","0.276"" Dia x 0.748"" L (7.00mm x 19.00mm)","-","2","-"
"https://www.ohmite.com/assets/docs/res_ox_oy.pdf?r=false","//media.digikey.com/photos/Ohmite%20Photos/OY220KE.jpg","OY220KE-ND","OY220KE","Ohmite","Ohmite","RES 22 OHM 2W 10% AXIAL","5,173","3.36","0","1","Bulk","OY","Active","22 Ohms","±10%","2W","Ceramic","Moisture Resistant, Pulse Withstanding","-1000/ -1600ppm/°C","-40°C ~ 220°C","Axial","Axial","0.276"" Dia x 0.748"" L (7.00mm x 19.00mm)","-","2","-"
"https://www.ohmite.com/assets/docs/res_minimox_200_300.pdf?r=false","//media.digikey.com/photos/Ohmite%20Photos/MOX200001005FE.jpg","MOX200F-10ME-ND","MOX200001005FE","Ohmite","Ohmite","RES 10M OHM 1/4W 1% AXIAL","1,397","3.93","0","1","Bulk","Mini-Mox","Active","10 MOhms","±1%","0.25W, 1/4W","Thick Film","High Voltage, Moisture Resistant","100ppm/°C","-55°C ~ 155°C","Axial","Axial","0.087"" Dia x 0.256"" L (2.20mm x 6.50mm)","-","2","-"
"https://www.vishay.com/docs/31023/erl.pdf","//media.digikey.com/Photos/Vishay%20Dale%20Photos/Military,%20MIL-PRF-39017,%20RLR07.JPG","1135-1100-ND","RLR07C1001FSB14","Vishay Dale","Vishay Dale","RES 1K OHM 1% 1/4W AXIAL","5,960","4.17","0","1","Bulk","Military, MIL-PRF-39017/01, RLR07","Active","1 kOhms","±1%","0.25W, 1/4W","Metal Film","Military, Moisture Resistant, Weldable","±100ppm/°C","-65°C ~ 150°C","Axial","Axial","0.090"" Dia x 0.250"" L (2.29mm x 6.35mm)","-","2","S (0.001%)"
"https://riedon.com/media/pdf/PF2200.pdf","//media.digikey.com/Renders/Riedon%20Renders/TO-220-2.jpg","696-1161-ND","PF2203-0R1F1","Riedon","Riedon","RES 0.1 OHM 35W 1% TO220","6,009","4.03","0","1","Tube","PF2200","Active","100 mOhms","±1%","35W","Thin Film","Current Sense, Flame Proof, Pulse Withstanding, Safety","±100ppm/°C","-55°C ~ 155°C","TO-220-2","TO-220","0.417"" L x 0.177"" W (10.60mm x 4.50mm)","0.591"" (15.00mm)","2","-"
"https://riedon.com/media/pdf/PF2200.pdf","//media.digikey.com/Renders/Riedon%20Renders/TO-220-2.jpg","696-1162-ND","PF2203-0R2F1","Riedon","Riedon","RES 0.2 OHM 35W 1% TO220","10,008","4.03","0","1","Tube","PF2200","Active","200 mOhms","±1%","35W","Thin Film","Current Sense, Flame Proof, Pulse Withstanding, Safety","±100ppm/°C","-55°C ~ 155°C","TO-220-2","TO-220","0.417"" L x 0.177"" W (10.60mm x 4.50mm)","0.591"" (15.00mm)","2","-"
"https://riedon.com/media/pdf/PF2200.pdf","//media.digikey.com/Renders/Riedon%20Renders/TO-220-2.jpg","696-1167-ND","PF2203-100RF1","Riedon","Riedon","RES 100 OHM 35W 1% TO220","3,913","4.03","0","1","Tube","PF2200","Active","100 Ohms","±1%","35W","Thin Film","Current Sense, Flame Proof, Pulse Withstanding, Safety","±50ppm/°C","-55°C ~ 155°C","TO-220-2","TO-220","0.417"" L x 0.177"" W (10.60mm x 4.50mm)","0.591"" (15.00mm)","2","-"
"https://riedon.com/media/pdf/PF2200.pdf","//media.digikey.com/Renders/Riedon%20Renders/TO-220-2.jpg","696-1313-ND","PF2203-2RF1","Riedon","Riedon","RES 2 OHM 35W 1% TO220","379","4.03","0","1","Tube","PF2200","Active","2 Ohms","±1%","35W","Thin Film","Current Sense, Flame Proof, Pulse Withstanding, Safety","±100ppm/°C","-55°C ~ 155°C","TO-220-2","TO-220","0.417"" L x 0.177"" W (10.60mm x 4.50mm)","0.591"" (15.00mm)","2","-"
"https://riedon.com/media/pdf/PF2200.pdf","//media.digikey.com/Renders/Riedon%20Renders/TO-220-2.jpg","696-1164-ND","PF2203-1RF1","Riedon","Riedon","RES 1 OHM 35W 1% TO220","931","4.03","0","1","Tube","PF2200","Active","1 Ohms","±1%","35W","Thin Film","Current Sense, Flame Proof, Pulse Withstanding, Safety","±100ppm/°C","-55°C ~ 155°C","TO-220-2","TO-220","0.417"" L x 0.177"" W (10.60mm x 4.50mm)","0.591"" (15.00mm)","2","-"
"https://riedon.com/media/pdf/PF1260.pdf","//media.digikey.com/Renders/Riedon%20Renders/TO-126.jpg","696-1147-ND","PF1262-2RF1","Riedon","Riedon","RES 2 OHM 20W 1% TO126","4,101","4.09","0","1","Tube","PF1262","Active","2 Ohms","±1%","20W","Thin Film","Current Sense, Flame Proof, Safety","±100ppm/°C","-55°C ~ 175°C","TO-126-2","TO-126","0.335"" L x 0.122"" W (8.50mm x 3.10mm)","0.472"" (12.00mm)","2","-"
"http://www.vishay.com/docs/30204/rsns.pdf","//media.digikey.com/photos/Vishay%20Dale%20Photos/RSD%20SERIES.jpg","RSD-39KRTR-ND,RSD-39KRCT-ND","RS01039K00FE73","Vishay Dale","Vishay Dale","RES 39K OHM 10W 1% WW AXIAL","1,741","7.81","0","1","Tape & Reel (TR),Cut Tape (CT)","RS","Active","39 kOhms","±1%","10W","Wirewound","Moisture Resistant","±20ppm/°C","-65°C ~ 250°C","Axial","Axial","0.375"" Dia x 1.780"" L (9.53mm x 45.21mm)","-","2","-"
"http://www.ohmite.com/assets/docs/res_10.pdf?r=false","//media.digikey.com/Photos/Ohmite%20Photos/12FR010E.JPG","12FR010E-ND","12FR010E","Ohmite","Ohmite","RES 0.01 OHM 2W 1% AXIAL","6,876","4.21","0","1","Bulk","10","Active","10 mOhms","±1%","2W","Metal Element","Current Sense, Non-Inductive","-","-55°C ~ 275°C","Axial","Axial","0.094"" Dia x 0.417"" L (2.40mm x 10.60mm)","-","2","-"
"http://www.ohmite.com/assets/docs/res_10.pdf?r=false","//media.digikey.com/photos/Ohmite%20Photos/12FR%20SERIES%202W.jpg","12FR020E-ND","12FR020E","Ohmite","Ohmite","RES 0.02 OHM 2W 1% AXIAL","7,336","4.21","0","1","Bulk","10","Active","20 mOhms","±1%","2W","Metal Element","Current Sense, Non-Inductive","-","-55°C ~ 275°C","Axial","Axial","0.094"" Dia x 0.417"" L (2.40mm x 10.60mm)","-","2","-"
"http://www.ohmite.com/assets/docs/res_10.pdf?r=false","//media.digikey.com/photos/Ohmite%20Photos/15FR%20SERIES%205W.jpg","15FR100E-ND","15FR100E","Ohmite","Ohmite","RES 0.1 OHM 5W 1% AXIAL","6,370","4.22","0","1","Bulk","10","Active","100 mOhms","±1%","5W","Metal Element","Current Sense, Non-Inductive","-","-55°C ~ 275°C","Axial","Axial","0.331"" Dia x 0.937"" L (8.40mm x 23.80mm)","-","2","-"
"http://www.ohmite.com/assets/docs/res_10.pdf?r=false","//media.digikey.com/photos/Ohmite%20Photos/15FR%20SERIES%205W.jpg","15FR025E-ND","15FR025E","Ohmite","Ohmite","RES 0.025 OHM 5W 1% AXIAL","2,480","4.35","0","1","Bulk","10","Active","25 mOhms","±1%","5W","Metal Element","Current Sense, Non-Inductive","-","-55°C ~ 275°C","Axial","Axial","0.331"" Dia x 0.937"" L (8.40mm x 23.80mm)","-","2","-"
"https://www.vishay.com/docs/31805/mrs.pdf","//media.digikey.com/photos/Huntington%20Electric%20Photos/MRS12%20SERIES%20.005.jpg","MRS129802-1-ND","MRS-12985L00FE1402","Vishay Dale","Vishay Dale","RES CUR SENSE 0.005 OHM 25A 1%","2,238","4.58","0","1","Bulk","MRS1298","Active","5 mOhms","±1%","3.12W","Metal Element","Current Sense","±100ppm/°C","-55°C ~ 275°C","Radial - 4 Leads","-","0.600"" L x 0.215"" W (15.24mm x 5.46mm)","0.750"" (19.05mm)","4","-"
"https://riedon.com/media/pdf/PF2200.pdf","//media.digikey.com/Renders/Riedon%20Renders/TO-220-2.jpg","696-1691-5-ND","PF2205-4R7F1","Riedon","Riedon","RES 4.7 OHM 50W 1% TO220","6,407","4.89","0","1","Tube","PF2200","Active","4.7 Ohms","±1%","50W","Thin Film","Current Sense, Flame Proof, Pulse Withstanding, Safety","±100ppm/°C","-55°C ~ 155°C","TO-220-2","TO-220","0.417"" L x 0.177"" W (10.60mm x 4.50mm)","0.591"" (15.00mm)","2","-"
"https://www.bourns.com/docs/Product-Datasheets/PWR220T.pdf","//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/TO-220-2.jpg","PWR220T-20-10R0F-ND","PWR220T-20-10R0F","Bourns Inc.","Bourns Inc.","RES 10 OHM 20W 1% TO220","2,118","5","0","1","Tube","PWR220T-20","Active","10 Ohms","±1%","20W","Thick Film","Automotive AEC-Q200, Current Sense, Pulse Withstanding","±100ppm/°C","-55°C ~ 155°C","TO-220-2","TO-220-2","0.398"" L x 0.157"" W (10.10mm x 4.00mm)","0.575"" (14.60mm)","2","-"
"https://www.bourns.com/docs/Product-Datasheets/PWR220T.pdf","//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/TO-220-2.jpg","PWR220T-20-7R50F-ND","PWR220T-20-7R50F","Bourns Inc.","Bourns Inc.","RES 7.5 OHM 20W 1% TO220","859","5","0","1","Tube","PWR220T-20","Active","7.5 Ohms","±1%","20W","Thick Film","Automotive AEC-Q200, Current Sense, Pulse Withstanding","±100ppm/°C","-55°C ~ 155°C","TO-220-2","TO-220-2","0.398"" L x 0.157"" W (10.10mm x 4.00mm)","0.575"" (14.60mm)","2","-"
"https://www.vishay.com/docs/31023/erl.pdf","//media.digikey.com/Photos/Vishay%20Dale%20Photos/Military,%20MIL-PRF-39017,%20RLR05.JPG","1135-1118-ND","RLR05C1002FSB14","Vishay Dale","Vishay Dale","RES 10K OHM 1% 1/8W AXIAL","3,777","5.41","0","1","Bulk","Military, MIL-PRF-39017/05, RLR05","Active","10 kOhms","±1%","0.125W, 1/8W","Metal Film","Military, Moisture Resistant, Weldable","±100ppm/°C","-65°C ~ 150°C","Axial","Axial","0.066"" Dia x 0.150"" L (1.68mm x 3.81mm)","-","2","S (0.001%)"
"https://www.bourns.com/docs/Product-Datasheets/PWR220T.pdf","//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/TO-220-2.jpg","PWR220T-20-R500F-ND","PWR220T-20-R500F","Bourns Inc.","Bourns Inc.","RES 0.5 OHM 20W 1% TO220","3,895","5.49","0","1","Tube","PWR220T-20","Active","500 mOhms","±1%","20W","Thick Film","Automotive AEC-Q200, Current Sense, Pulse Withstanding","±100ppm/°C","-55°C ~ 155°C","TO-220-2","TO-220-2","0.398"" L x 0.157"" W (10.10mm x 4.00mm)","0.575"" (14.60mm)","2","-"
"http://www.caddock.com/Online_catalog/Mrktg_Lit/MP9000_Series.pdf","//media.digikey.com/Photos/Caddock%20Elect%20Photos/MP900-8%20SERIES.JPG","MP915-15.0F-ND","MP915-15.0-1%","Caddock Electronics Inc.","Caddock Electronics Inc.","RES 15 OHM 15W 1% TO126","2,419","5.53","0","1","Tube","Kool-Pak®MP900","Active","15 Ohms","±1%","15W","Thick Film","Moisture Resistant, Non-Inductive","-20/ +80ppm/°C","-55°C ~ 150°C","TO-126-2","TO-126","0.320"" L x 0.110"" W (8.12mm x 2.79mm)","0.450"" (11.44mm)","2","-"
"https://riedon.com/media/pdf/PF2200.pdf","//media.digikey.com/Renders/Riedon%20Renders/TO-220-2.jpg","696-1334-ND","PF2205-15RF1","Riedon","Riedon","RES 15 OHM 50W 1% TO220","11,642","5.76","0","1","Tube","PF2200","Active","15 Ohms","±1%","50W","Thin Film","Current Sense, Flame Proof, Pulse Withstanding, Safety","±50ppm/°C","-55°C ~ 155°C","TO-220-2","TO-220","0.417"" L x 0.177"" W (10.60mm x 4.50mm)","0.591"" (15.00mm)","2","-"
"https://riedon.com/media/pdf/PF2200.pdf","//media.digikey.com/Renders/Riedon%20Renders/TO-220-2.jpg","696-1349-ND","PF2205-3R3F1","Riedon","Riedon","RES 3.3 OHM 50W 1% TO220","1,836","5.76","0","1","Tube","PF2200","Active","3.3 Ohms","±1%","50W","Thin Film","Current Sense, Flame Proof, Pulse Withstanding, Safety","±100ppm/°C","-55°C ~ 155°C","TO-220-2","TO-220","0.417"" L x 0.177"" W (10.60mm x 4.50mm)","0.591"" (15.00mm)","2","-"
"http://www.caddock.com/Online_catalog/Mrktg_Lit/MP9000_Series.pdf","//media.digikey.com/Photos/Caddock%20Elect%20Photos/MP900-8%20SERIES.JPG","MP915-3.00F-ND","MP915-3.00-1%","Caddock Electronics Inc.","Caddock Electronics Inc.","RES 3 OHM 15W 1% TO126","2,628","5.77","0","1","Tube","Kool-Pak®MP900","Active","3 Ohms","±1%","15W","Thick Film","Moisture Resistant, Non-Inductive","-20/ +80ppm/°C","-55°C ~ 150°C","TO-126-2","TO-126","0.320"" L x 0.110"" W (8.12mm x 2.79mm)","0.450"" (11.44mm)","2","-"
"http://www.ohmite.com/assets/docs/res_slimmox.pdf?r=false","//media.digikey.com/photos/Ohmite%20Photos/SLIM-MOX102%20SERIES.jpg","SM102032006FE-ND","SM102032006FE","Ohmite","Ohmite","RES 200M OHM 1W 1% RADIAL","2,354","6.17","0","1","Bulk","Slim-Mox","Active","200 MOhms","±1%","1W","Thick Film","High Voltage, Non-Inductive","50ppm/°C","-55°C ~ 110°C","Radial","Radial","0.580"" L x 0.100"" W (14.73mm x 2.54mm)","0.340"" (8.64mm)","2","-"
"http://www.caddock.com/Online_catalog/Mrktg_Lit/MP9000_Series.pdf","//media.digikey.com/Photos/Caddock%20Elect%20Photos/MP900-8%20SERIES.JPG","MP915-20.0F-ND","MP915-20.0-1%","Caddock Electronics Inc.","Caddock Electronics Inc.","RES 20 OHM 15W 1% TO126","3,247","6.3","0","1","Tube","Kool-Pak®MP900","Active","20 Ohms","±1%","15W","Thick Film","Moisture Resistant, Non-Inductive","-20/ +80ppm/°C","-55°C ~ 150°C","TO-126-2","TO-126","0.320"" L x 0.110"" W (8.12mm x 2.79mm)","0.450"" (11.44mm)","2","-"
"http://www.caddock.com/Online_catalog/Mrktg_Lit/MP9000_Series.pdf","//media.digikey.com/Photos/Caddock%20Elect%20Photos/MP900-8%20SERIES.JPG","MP915-100F-ND","MP915-100-1%","Caddock Electronics Inc.","Caddock Electronics Inc.","RES 100 OHM 15W 1% TO126","2,961","6.3","0","1","Tube","Kool-Pak®MP900","Active","100 Ohms","±1%","15W","Thick Film","Moisture Resistant, Non-Inductive","-20/ +80ppm/°C","-55°C ~ 150°C","TO-126-2","TO-126","0.320"" L x 0.110"" W (8.12mm x 2.79mm)","0.450"" (11.44mm)","2","-"
"http://www.caddock.com/Online_catalog/Mrktg_Lit/MP9000_Series.pdf","//media.digikey.com/Photos/Caddock%20Elect%20Photos/MP900-8%20SERIES.JPG","MP915-200F-ND","MP915-200-1%","Caddock Electronics Inc.","Caddock Electronics Inc.","RES 200 OHM 15W 1% TO126","2,526","6.3","0","1","Tube","Kool-Pak®MP900","Active","200 Ohms","±1%","15W","Thick Film","Moisture Resistant, Non-Inductive","-20/ +80ppm/°C","-55°C ~ 150°C","TO-126-2","TO-126","0.320"" L x 0.110"" W (8.12mm x 2.79mm)","0.450"" (11.44mm)","2","-"
"http://www.caddock.com/Online_catalog/Mrktg_Lit/MP9000_Series.pdf","//media.digikey.com/Photos/Caddock%20Elect%20Photos/MP900-8%20SERIES.JPG","MP915-500F-ND","MP915-500-1%","Caddock Electronics Inc.","Caddock Electronics Inc.","RES 500 OHM 15W 1% TO126","1,995","6.3","0","1","Tube","Kool-Pak®MP900","Active","500 Ohms","±1%","15W","Thick Film","Moisture Resistant, Non-Inductive","-20/ +80ppm/°C","-55°C ~ 150°C","TO-126-2","TO-126","0.320"" L x 0.110"" W (8.12mm x 2.79mm)","0.450"" (11.44mm)","2","-"
"http://www.caddock.com/Online_catalog/Mrktg_Lit/MP9000_Series.pdf","//media.digikey.com/Photos/Caddock%20Elect%20Photos/MP900-8%20SERIES.JPG","MP915-50.0F-ND","MP915-50.0-1%","Caddock Electronics Inc.","Caddock Electronics Inc.","RES 50 OHM 15W 1% TO126","1,821","6.03","0","1","Tube","Kool-Pak®MP900","Active","50 Ohms","±1%","15W","Thick Film","Moisture Resistant, Non-Inductive","-20/ +80ppm/°C","-55°C ~ 150°C","TO-126-2","TO-126","0.320"" L x 0.110"" W (8.12mm x 2.79mm)","0.450"" (11.44mm)","2","-"
"https://www.ohmite.com/assets/docs/res_minimox_200_300.pdf?r=false","//media.digikey.com/photos/Ohmite%20Photos/MOX200001006FE.jpg","MOX200F-100ME-ND","MOX200001006FE","Ohmite","Ohmite","RES 100M OHM 1/4W 1% AXIAL","1,151","6.49","0","1","Bulk","Mini-Mox","Active","100 MOhms","±1%","0.25W, 1/4W","Thick Film","High Voltage, Moisture Resistant","100ppm/°C","-55°C ~ 155°C","Axial","Axial","0.087"" Dia x 0.256"" L (2.20mm x 6.50mm)","-","2","-"
"http://www.caddock.com/Online_catalog/Mrktg_Lit/MP9000_Series.pdf","//media.digikey.com/Photos/Caddock%20Elect%20Photos/MP900-8%20SERIES.JPG","MP930-15.0F-ND","MP930-15.0-1%","Caddock Electronics Inc.","Caddock Electronics Inc.","RES 15 OHM 30W 1% TO220","7,058","6.56","0","1","Tube","Kool-Pak®MP900","Active","15 Ohms","±1%","30W","Thick Film","Moisture Resistant, Non-Inductive","-20/ +80ppm/°C","-55°C ~ 150°C","TO-220-2 Full Pack","TO-220","0.410"" L x 0.125"" W (10.41mm x 3.18mm)","0.650"" (16.52mm)","2","-"
"http://www.caddock.com/Online_catalog/Mrktg_Lit/MP9000_Series.pdf","//media.digikey.com/Photos/Caddock%20Elect%20Photos/MP900-8%20SERIES.JPG","MP930-27.0F-ND","MP930-27.0-1%","Caddock Electronics Inc.","Caddock Electronics Inc.","RES 27 OHM 30W 1% TO220","1,348","6.56","0","1","Tube","Kool-Pak®MP900","Active","27 Ohms","±1%","30W","Thick Film","Moisture Resistant, Non-Inductive","-20/ +80ppm/°C","-55°C ~ 150°C","TO-220-2 Full Pack","TO-220","0.410"" L x 0.125"" W (10.41mm x 3.18mm)","0.650"" (16.52mm)","2","-"
"http://www.caddock.com/Online_catalog/Mrktg_Lit/MP9000_Series.pdf","//media.digikey.com/Photos/Caddock%20Elect%20Photos/MP900-8%20SERIES.JPG","MP930-47.0F-ND","MP930-47.0-1%","Caddock Electronics Inc.","Caddock Electronics Inc.","RES 47 OHM 30W 1% TO220","1,326","6.56","0","1","Tube","Kool-Pak®MP900","Active","47 Ohms","±1%","30W","Thick Film","Moisture Resistant, Non-Inductive","-20/ +80ppm/°C","-55°C ~ 150°C","TO-220-2 Full Pack","TO-220","0.410"" L x 0.125"" W (10.41mm x 3.18mm)","0.650"" (16.52mm)","2","-"
"http://www.ohmite.com/assets/docs/res_slimmox.pdf?r=false","//media.digikey.com/photos/Ohmite%20Photos/SLIM-MOX104%20SERIES.jpg","SM104FE-50M-ND","SM104035005FE","Ohmite","Ohmite","RES 50M OHM 1.5W 1% RADIAL","9,185","6.98","0","1","Bulk","Slim-Mox","Active","50 MOhms","±1%","1.5W","Thick Film","High Voltage, Non-Inductive","50ppm/°C","-55°C ~ 110°C","Radial","Radial","1.080"" L x 0.100"" W (27.43mm x 2.54mm)","0.340"" (8.64mm)","2","-"
"http://www.ohmite.com/assets/docs/res_slimmox.pdf?r=false","//media.digikey.com/photos/Ohmite%20Photos/SLIM-MOX104%20SERIES.jpg","SM104FE-200M-ND","SM104032006FE","Ohmite","Ohmite","RES 200M OHM 1.5W 1% RADIAL","5,155","6.98","0","1","Bulk","Slim-Mox","Active","200 MOhms","±1%","1.5W","Thick Film","High Voltage, Non-Inductive","50ppm/°C","-55°C ~ 110°C","Radial","Radial","1.080"" L x 0.100"" W (27.43mm x 2.54mm)","0.340"" (8.64mm)","2","-"
"http://www.ohmite.com/assets/docs/res_slimmox.pdf?r=false","//media.digikey.com/photos/Ohmite%20Photos/SLIM-MOX104%20SERIES.jpg","SM104FE-1000M-ND","SM104031007FE","Ohmite","Ohmite","RES 1G OHM 1.5W 1% RADIAL","3,675","6.98","0","1","Bulk","Slim-Mox","Active","1 GOhms","±1%","1.5W","Thick Film","High Voltage, Non-Inductive","100ppm/°C","-55°C ~ 110°C","Radial","Radial","1.080"" L x 0.100"" W (27.43mm x 2.54mm)","0.340"" (8.64mm)","2","-"
"http://www.ohmite.com/assets/docs/res_slimmox.pdf?r=false","//media.digikey.com/photos/Ohmite%20Photos/SLIM-MOX104%20SERIES.jpg","SM104FE-20M-ND","SM104032005FE","Ohmite","Ohmite","RES 20M OHM 1.5W 1% RADIAL","2,324","6.98","0","1","Bulk","Slim-Mox","Active","20 MOhms","±1%","1.5W","Thick Film","High Voltage, Non-Inductive","50ppm/°C","-55°C ~ 110°C","Radial","Radial","1.080"" L x 0.100"" W (27.43mm x 2.54mm)","0.340"" (8.64mm)","2","-"
"https://www.bourns.com/docs/Product-Datasheets/PWR221T-30.pdf","//media.digikey.com/Photos/Bourns%20Photos/PWR221T-30-10R0F.jpg","PWR221T-30-1R00F-ND","PWR221T-30-1R00F","Bourns Inc.","Bourns Inc.","RES 1 OHM 30W 1% TO220","1,870","6.96","0","1","Tube","PWR221T-30","Active","1 Ohms","±1%","30W","Thick Film","Automotive AEC-Q200, Current Sense, Pulse Withstanding","±100ppm/°C","-50°C ~ 150°C","TO-220-2 Full Pack","TO-220-2","0.410"" L x 0.125"" W (10.41mm x 3.18mm)","0.760"" (19.30mm)","2","-"
"http://www.caddock.com/Online_catalog/Mrktg_Lit/MP9000_Series.pdf","//media.digikey.com/Photos/Caddock%20Elect%20Photos/MP900-8%20SERIES.JPG","MP930-25.0F-ND","MP930-25.0-1%","Caddock Electronics Inc.","Caddock Electronics Inc.","RES 25 OHM 30W 1% TO220","6,850","7.47","0","1","Tube","Kool-Pak®MP900","Active","25 Ohms","±1%","30W","Thick Film","Moisture Resistant, Non-Inductive","-20/ +80ppm/°C","-55°C ~ 150°C","TO-220-2 Full Pack","TO-220","0.410"" L x 0.125"" W (10.41mm x 3.18mm)","0.650"" (16.52mm)","2","-"
"http://www.caddock.com/Online_catalog/Mrktg_Lit/MP9000_Series.pdf","//media.digikey.com/Photos/Caddock%20Elect%20Photos/MP900-8%20SERIES.JPG","MP925-20.0KF-ND","MP925-20.0K-1%","Caddock Electronics Inc.","Caddock Electronics Inc.","RES 20K OHM 25W 1% TO220","6,049","7.47","0","1","Tube","Kool-Pak®MP900","Active","20 kOhms","±1%","25W","Thick Film","Moisture Resistant, Non-Inductive","-20/ +80ppm/°C","-55°C ~ 150°C","TO-220-2 Full Pack","TO-220","0.410"" L x 0.125"" W (10.41mm x 3.18mm)","0.650"" (16.52mm)","2","-"
"http://www.caddock.com/Online_catalog/Mrktg_Lit/MP9000_Series.pdf","//media.digikey.com/Photos/Caddock%20Elect%20Photos/MP900-8%20SERIES.JPG","MP930-10.0F-ND","MP930-10.0-1%","Caddock Electronics Inc.","Caddock Electronics Inc.","RES 10 OHM 30W 1% TO220","4,689","7.47","0","1","Tube","Kool-Pak®MP900","Active","10 Ohms","±1%","30W","Thick Film","Moisture Resistant, Non-Inductive","-20/ +80ppm/°C","-55°C ~ 150°C","TO-220-2 Full Pack","TO-220","0.410"" L x 0.125"" W (10.41mm x 3.18mm)","0.650"" (16.52mm)","2","-"
"http://www.caddock.com/Online_catalog/Mrktg_Lit/MP9000_Series.pdf","//media.digikey.com/Photos/Caddock%20Elect%20Photos/MP900-8%20SERIES.JPG","MP930-50.0F-ND","MP930-50.0-1%","Caddock Electronics Inc.","Caddock Electronics Inc.","RES 50 OHM 30W 1% TO220","2,347","7.47","0","1","Tube","Kool-Pak®MP900","Active","50 Ohms","±1%","30W","Thick Film","Moisture Resistant, Non-Inductive","-20/ +80ppm/°C","-55°C ~ 150°C","TO-220-2 Full Pack","TO-220","0.410"" L x 0.125"" W (10.41mm x 3.18mm)","0.650"" (16.52mm)","2","-"
"http://www.caddock.com/Online_catalog/Mrktg_Lit/MP9000_Series.pdf","//media.digikey.com/Photos/Caddock%20Elect%20Photos/MP900-8%20SERIES.JPG","MP930-1.00KF-ND","MP930-1.00K-1%","Caddock Electronics Inc.","Caddock Electronics Inc.","RES 1K OHM 30W 1% TO220","2,286","7.47","0","1","Tube","Kool-Pak®MP900","Active","1 kOhms","±1%","30W","Thick Film","Moisture Resistant, Non-Inductive","-20/ +80ppm/°C","-55°C ~ 150°C","TO-220-2 Full Pack","TO-220","0.410"" L x 0.125"" W (10.41mm x 3.18mm)","0.650"" (16.52mm)","2","-"
"http://www.caddock.com/Online_catalog/Mrktg_Lit/MP9000_Series.pdf","//media.digikey.com/Photos/Caddock%20Elect%20Photos/MP900-8%20SERIES.JPG","MP930-100F-ND","MP930-100-1%","Caddock Electronics Inc.","Caddock Electronics Inc.","RES 100 OHM 30W 1% TO220","1,056","7.47","0","1","Tube","Kool-Pak®MP900","Active","100 Ohms","±1%","30W","Thick Film","Moisture Resistant, Non-Inductive","-20/ +80ppm/°C","-55°C ~ 150°C","TO-220-2 Full Pack","TO-220","0.410"" L x 0.125"" W (10.41mm x 3.18mm)","0.650"" (16.52mm)","2","-"
"http://www.caddock.com/Online_catalog/Mrktg_Lit/MP9000_Series.pdf","//media.digikey.com/Photos/Caddock%20Elect%20Photos/MP900-8%20SERIES.JPG","MP930-500F-ND","MP930-500-1%","Caddock Electronics Inc.","Caddock Electronics Inc.","RES 500 OHM 30W 1% TO220","470","7.15","0","1","Tube","Kool-Pak®MP900","Active","500 Ohms","±1%","30W","Thick Film","Moisture Resistant, Non-Inductive","-20/ +80ppm/°C","-55°C ~ 150°C","TO-220-2 Full Pack","TO-220","0.410"" L x 0.125"" W (10.41mm x 3.18mm)","0.650"" (16.52mm)","2","-"
"http://www.caddock.com/Online_catalog/Mrktg_Lit/MP9000_Series.pdf","//media.digikey.com/Photos/Caddock%20Elect%20Photos/MP900-8%20SERIES.JPG","MP930-20.0F-ND","MP930-20.0-1%","Caddock Electronics Inc.","Caddock Electronics Inc.","RES 20 OHM 30W 1% TO220","9","7.47","0","1","Tube","Kool-Pak®MP900","Active","20 Ohms","±1%","30W","Thick Film","Moisture Resistant, Non-Inductive","-20/ +80ppm/°C","-55°C ~ 150°C","TO-220-2 Full Pack","TO-220","0.410"" L x 0.125"" W (10.41mm x 3.18mm)","0.650"" (16.52mm)","2","-"
"http://www.caddock.com/Online_catalog/Mrktg_Lit/MP9000_Series.pdf","//media.digikey.com/Photos/Caddock%20Elect%20Photos/MP900-8%20SERIES.JPG","MP925-5.00KF-ND","MP925-5.00K-1%","Caddock Electronics Inc.","Caddock Electronics Inc.","RES 5K OHM 25W 1% TO220","0","7.47","0","1","Tube","Kool-Pak®MP900","Active","5 kOhms","±1%","25W","Thick Film","Moisture Resistant, Non-Inductive","-20/ +80ppm/°C","-55°C ~ 150°C","TO-220-2 Full Pack","TO-220","0.410"" L x 0.125"" W (10.41mm x 3.18mm)","0.650"" (16.52mm)","2","-"
