Datasheet,Image,DK Part #,Mfr Part #,Mfr,Supplier,Description,Stock,Price,@ qty,Min Qty,Package,Series,"Part Status","Resistance","Tolerance","Power (Watts)","Composition","Features","Temperature Coefficient","Operating Temperature","Package / Case","Supplier Device Package","Size / Dimension","Height - Seated (Max)","Number of Terminations","Failure Rate"
"http://www.caddock.com/Online_catalog/Mrktg_Lit/MP9000_Series.pdf","//media.digikey.com/Photos/Caddock%20Elect%20Photos/MP900-8%20SERIES.JPG","MP930-4.00F-ND","MP930-4.00-1%","Caddock Electronics Inc.","Caddock Electronics Inc.","RES 4 OHM 30W 1% TO220","1,995","7.39","0","1","Tube","Kool-Pak®MP900","Active","4 Ohms","±1%","30W","Thick Film","Moisture Resistant, Non-Inductive","-20/ +80ppm/°C","-55°C ~ 150°C","TO-220-2 Full Pack","TO-220","0.410"" L x 0.125"" W (10.41mm x 3.18mm)","0.650"" (16.52mm)","2","-"
"http://www.caddock.com/Online_catalog/Mrktg_Lit/MP9000_Series.pdf","//media.digikey.com/Photos/Caddock%20Elect%20Photos/MP900-8%20SERIES.JPG","MP930-7.50F-ND","MP930-7.50-1%","Caddock Electronics Inc.","Caddock Electronics Inc.","RES 7.5 OHM 30W 1% TO220","2,126","7.39","0","1","Tube","Kool-Pak®MP900","Active","7.5 Ohms","±1%","30W","Thick Film","Moisture Resistant, Non-Inductive","-20/ +80ppm/°C","-55°C ~ 150°C","TO-220-2 Full Pack","TO-220","0.410"" L x 0.125"" W (10.41mm x 3.18mm)","0.650"" (16.52mm)","2","-"
"http://www.caddock.com/Online_catalog/Mrktg_Lit/MP9000_Series.pdf","//media.digikey.com/Photos/Caddock%20Elect%20Photos/MP900-8%20SERIES.JPG","MP930-5.00F-ND","MP930-5.00-1%","Caddock Electronics Inc.","Caddock Electronics Inc.","RES 5 OHM 30W 1% TO220","2,204","8.41","0","1","Tube","Kool-Pak®MP900","Active","5 Ohms","±1%","30W","Thick Film","Moisture Resistant, Non-Inductive","-20/ +80ppm/°C","-55°C ~ 150°C","TO-220-2 Full Pack","TO-220","0.410"" L x 0.125"" W (10.41mm x 3.18mm)","0.650"" (16.52mm)","2","-"
"http://www.caddock.com/Online_catalog/Mrktg_Lit/MP9000_Series.pdf","//media.digikey.com/Photos/Caddock%20Elect%20Photos/MP900-8%20SERIES.JPG","MP930-2.00F-ND","MP930-2.00-1%","Caddock Electronics Inc.","Caddock Electronics Inc.","RES 2 OHM 30W 1% TO220","867","8.41","0","1","Tube","Kool-Pak®MP900","Active","2 Ohms","±1%","30W","Thick Film","Moisture Resistant, Non-Inductive","-20/ +80ppm/°C","-55°C ~ 150°C","TO-220-2 Full Pack","TO-220","0.410"" L x 0.125"" W (10.41mm x 3.18mm)","0.650"" (16.52mm)","2","-"
"http://www.caddock.com/Online_catalog/Mrktg_Lit/MP9000_Series.pdf","//media.digikey.com/Photos/Caddock%20Elect%20Photos/MP900-8%20SERIES.JPG","MP930-1.00F-ND","MP930-1.00-1%","Caddock Electronics Inc.","Caddock Electronics Inc.","RES 1 OHM 30W 1% TO220","369","8.41","0","1","Tube","Kool-Pak®MP900","Active","1 Ohms","±1%","30W","Thick Film","Moisture Resistant, Non-Inductive","-20/ +80ppm/°C","-55°C ~ 150°C","TO-220-2 Full Pack","TO-220","0.410"" L x 0.125"" W (10.41mm x 3.18mm)","0.650"" (16.52mm)","2","-"
"https://riedon.com/media/pdf/PF2470.pdf","//media.digikey.com/Renders/Riedon%20Renders/TO-247-2.jpg","696-1697-5-ND","PF2472-25RF1","Riedon","Riedon","RES 25 OHM 100W 1% TO247","928","8.38","0","1","Tube","PF2470","Active","25 Ohms","±1%","100W","Thin Film","Current Sense, Flame Proof, Pulse Withstanding, Safety","±50ppm/°C","-55°C ~ 155°C","TO-247-2","TO-247","0.630"" L x 0.189"" W (16.00mm x 4.80mm)","0.787"" (20.00mm)","2","-"
"http://www.caddock.com/Online_catalog/Mrktg_Lit/MP9000_Series.pdf","//media.digikey.com/Photos/Caddock%20Elect%20Photos/MP900-8%20SERIES.JPG","MP930-0.10F-ND","MP930-0.10-1%","Caddock Electronics Inc.","Caddock Electronics Inc.","RES 0.1 OHM 30W 1% TO220","3,758","8.98","0","1","Tube","Kool-Pak®MP900","Active","100 mOhms","±1%","30W","Thick Film","Moisture Resistant, Non-Inductive","0/ +200ppm/°C","-55°C ~ 150°C","TO-220-2 Full Pack","TO-220","0.410"" L x 0.125"" W (10.41mm x 3.18mm)","0.650"" (16.52mm)","2","-"
"http://www.caddock.com/Online_catalog/Mrktg_Lit/MP9000_Series.pdf","//media.digikey.com/Photos/Caddock%20Elect%20Photos/MP900-8%20SERIES.JPG","MP930-0.20F-ND","MP930-0.20-1%","Caddock Electronics Inc.","Caddock Electronics Inc.","RES 0.2 OHM 30W 1% TO220","3,106","8.59","0","1","Tube","Kool-Pak®MP900","Active","200 mOhms","±1%","30W","Thick Film","Moisture Resistant, Non-Inductive","0/ +200ppm/°C","-55°C ~ 150°C","TO-220-2 Full Pack","TO-220","0.410"" L x 0.125"" W (10.41mm x 3.18mm)","0.650"" (16.52mm)","2","-"
"http://www.caddock.com/Online_catalog/Mrktg_Lit/MP9000_Series.pdf","//media.digikey.com/Photos/Caddock%20Elect%20Photos/MP900-8%20SERIES.JPG","MP930-0.50F-ND","MP930-0.50-1%","Caddock Electronics Inc.","Caddock Electronics Inc.","RES 0.5 OHM 30W 1% TO220","3,193","8.98","0","1","Tube","Kool-Pak®MP900","Active","500 mOhms","±1%","30W","Thick Film","Moisture Resistant, Non-Inductive","-20/ +80ppm/°C","-55°C ~ 150°C","TO-220-2 Full Pack","TO-220","0.410"" L x 0.125"" W (10.41mm x 3.18mm)","0.650"" (16.52mm)","2","-"
"https://www.vishay.com/docs/31814/mr100.pdf","//media.digikey.com/photos/Huntington%20Electric%20Photos/MR%20SERIES%201^8W.JPG","MR106-250-.01-ND","MR106250R00TAE66","Vishay Dale","Vishay Dale","RESISTOR 250 OHM 1/4W .01% WW","2,092","9.06","0","1","Bulk","MR100","Active","250 Ohms","±0.01%","0.25W, 1/4W","Wirewound","-","±10ppm/°C","-55°C ~ 145°C","Axial","Axial","0.250"" Dia x 0.500"" L (6.35mm x 12.70mm)","-","2","-"
"https://www.vishay.com/docs/31801/mra.pdf","//media.digikey.com/photos/Huntington%20Electric%20Photos/MRA12%20SERIES.JPG","MRA12-8.0-ND","MRA-128R000FE12","Vishay Dale","Vishay Dale","RES 8 OHM 1% AXIAL","158","9.14","0","1","Bulk","MRA-12","Active","8 Ohms","±1%","10W","Wirewound","Moisture Resistant, Non-Inductive, Non-Magnetic","±50ppm/°C","-65°C ~ 250°C","Axial","Axial","0.312"" Dia x 1.188"" L (7.92mm x 30.18mm)","-","2","-"
"http://www.caddock.com/Online_catalog/Mrktg_Lit/MP9000_Series.pdf","//media.digikey.com/Photos/Caddock%20Elect%20Photos/MP900-8%20SERIES.JPG","MP915-0.050F-ND","MP915-0.050-1%","Caddock Electronics Inc.","Caddock Electronics Inc.","RES 0.05 OHM 15W 1% TO126","54,847","9.59","0","1","Tube","Kool-Pak®MP900","Active","50 mOhms","±1%","15W","Thick Film","Moisture Resistant, Non-Inductive","0/ +200ppm/°C","-55°C ~ 150°C","TO-126-2","TO-126","0.320"" L x 0.110"" W (8.12mm x 2.79mm)","0.450"" (11.44mm)","2","-"
"http://www.ohmite.com/assets/docs/res_tch35.pdf?r=false","//media.digikey.com/Photos/Ohmite%20Photos/MFG_TCH25.jpg","TCH35P10R0JE-ND","TCH35P10R0JE","Ohmite","Ohmite","RES 10 OHM 35W 5% TO220","2,939","9.75","0","1","Tube","TCH","Active","10 Ohms","±5%","35W","Thick Film","Moisture Resistant","±50ppm/°C","-55°C ~ 175°C","TO-220-2","TO-220","0.400"" L x 0.175"" W (10.16mm x 4.44mm)","0.591"" (15.00mm)","2","-"
"http://www.ohmite.com/assets/docs/res_tch35.pdf?r=false","//media.digikey.com/Photos/Ohmite%20Photos/MFG_TCH25.jpg","TCH35P470RJE-ND","TCH35P470RJE","Ohmite","Ohmite","RES 470 OHM 35W 5% TO220","748","9.75","0","1","Tube","TCH","Active","470 Ohms","±5%","35W","Thick Film","Moisture Resistant","±50ppm/°C","-55°C ~ 175°C","TO-220-2","TO-220","0.400"" L x 0.175"" W (10.16mm x 4.44mm)","0.591"" (15.00mm)","2","-"
"https://www.vishay.com/docs/50050/lto50.pdf","//media.digikey.com/Renders/Vishay%20Renders/Vishay,%20Sfernice%20-%20TO-220.jpg","LT50J-10-ND","LTO050F10R00JTE3","Vishay Sfernice","Vishay Sfernice","RES 10 OHM 50W 5% TO220","145","10.91","0","1","Tube","LTO 50","Active","10 Ohms","±5%","50W","Thick Film","Non-Inductive","±150ppm/°C","-55°C ~ 155°C","TO-220-2","TO-220","0.409"" L x 0.126"" W (10.40mm x 3.20mm)","0.650"" (16.50mm)","2","-"
"https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1773310&DocType=DS&DocLang=English","//media.digikey.com/Photos/TE%20Connectivity/1625958.jpg","A105653-ND","HB120MFZRE","TE Connectivity Passive Product","TE Connectivity Passive Product","RES 20M OHM 1W 1% RADIAL","2,277","10.99","0","1","Bulk","HB, CGS","Active","20 MOhms","±1%","1W","Thick Film","High Voltage, Pulse Withstanding","±100ppm/°C","-55°C ~ 125°C","Radial","Radial Lead","1.043"" L x 0.118"" W (26.50mm x 3.00mm)","0.409"" (10.40mm)","2","-"
"https://riedon.com/media/pdf/PF2470.pdf","//media.digikey.com/Renders/Riedon%20Renders/TO-247-2.jpg","696-1106-5-ND","PF2472-100RF1","Riedon","Riedon","RES 100 OHM 100W 1% TO247","2,895","10.51","0","1","Tube","PF2470","Active","100 Ohms","±1%","100W","Thin Film","Current Sense, Flame Proof, Pulse Withstanding, Safety","±50ppm/°C","-55°C ~ 155°C","TO-247-2","TO-247","0.630"" L x 0.189"" W (16.00mm x 4.80mm)","0.787"" (20.00mm)","2","-"
"https://riedon.com/media/pdf/PF2470.pdf","//media.digikey.com/Renders/Riedon%20Renders/TO-247-2.jpg","696-1118-5-ND","PF2472-50RF1","Riedon","Riedon","RES 50 OHM 100W 1% TO247","2,935","10.51","0","1","Tube","PF2470","Active","50 Ohms","±1%","100W","Thin Film","Current Sense, Flame Proof, Pulse Withstanding, Safety","±50ppm/°C","-55°C ~ 155°C","TO-247-2","TO-247","0.630"" L x 0.189"" W (16.00mm x 4.80mm)","0.787"" (20.00mm)","2","-"
"https://riedon.com/media/pdf/PF2470.pdf","//media.digikey.com/Renders/Riedon%20Renders/TO-247-2.jpg","696-1105-5-ND","PF2472-1KF1","Riedon","Riedon","RES 1K OHM 100W 1% TO247","1,344","10.51","0","1","Tube","PF2470","Active","1 kOhms","±1%","100W","Thin Film","Current Sense, Flame Proof, Pulse Withstanding, Safety","±50ppm/°C","-55°C ~ 155°C","TO-247-2","TO-247","0.630"" L x 0.189"" W (16.00mm x 4.80mm)","0.787"" (20.00mm)","2","-"
"https://riedon.com/media/pdf/PF2470.pdf","//media.digikey.com/Renders/Riedon%20Renders/TO-247-2.jpg","696-1107-5-ND","PF2472-10RF1","Riedon","Riedon","RES 10 OHM 100W 1% TO247","531","10.51","0","1","Tube","PF2470","Active","10 Ohms","±1%","100W","Thin Film","Current Sense, Flame Proof, Pulse Withstanding, Safety","±50ppm/°C","-55°C ~ 155°C","TO-247-2","TO-247","0.630"" L x 0.189"" W (16.00mm x 4.80mm)","0.787"" (20.00mm)","2","-"
"https://riedon.com/media/pdf/PF2470.pdf","//media.digikey.com/Renders/Riedon%20Renders/TO-247-2.jpg","696-1108-5-ND","PF2472-2RF1","Riedon","Riedon","RES 2 OHM 100W 1% TO247","586","10.51","0","1","Tube","PF2470","Active","2 Ohms","±1%","100W","Thin Film","Current Sense, Flame Proof, Pulse Withstanding, Safety","±100ppm/°C","-55°C ~ 155°C","TO-247-2","TO-247","0.630"" L x 0.189"" W (16.00mm x 4.80mm)","0.787"" (20.00mm)","2","-"
"https://riedon.com/media/pdf/PF2470.pdf","//media.digikey.com/Renders/Riedon%20Renders/TO-247-2.jpg","696-1103-5-ND","PF2472-1RF1","Riedon","Riedon","RES 1 OHM 100W 1% TO247","549","10.51","0","1","Tube","PF2470","Active","1 Ohms","±1%","100W","Thin Film","Current Sense, Flame Proof, Pulse Withstanding, Safety","±100ppm/°C","-55°C ~ 155°C","TO-247-2","TO-247","0.630"" L x 0.189"" W (16.00mm x 4.80mm)","0.787"" (20.00mm)","2","-"
"https://riedon.com/media/pdf/PF2470.pdf","//media.digikey.com/Renders/Riedon%20Renders/TO-247-2.jpg","696-1114-5-ND","PF2472-5RF1","Riedon","Riedon","RES 5 OHM 100W 1% TO247","1,641","10.51","0","1","Tube","PF2470","Active","5 Ohms","±1%","100W","Thin Film","Current Sense, Flame Proof, Pulse Withstanding, Safety","±100ppm/°C","-55°C ~ 155°C","TO-247-2","TO-247","0.630"" L x 0.189"" W (16.00mm x 4.80mm)","0.787"" (20.00mm)","2","-"
"https://riedon.com/media/pdf/PF2470.pdf","//media.digikey.com/Renders/Riedon%20Renders/TO-247-2.jpg","696-1112-5-ND","PF2472-20RF1","Riedon","Riedon","RES 20 OHM 100W 1% TO247","225","10.51","0","1","Tube","PF2470","Active","20 Ohms","±1%","100W","Thin Film","Current Sense, Flame Proof, Pulse Withstanding, Safety","±50ppm/°C","-55°C ~ 155°C","TO-247-2","TO-247","0.630"" L x 0.189"" W (16.00mm x 4.80mm)","0.787"" (20.00mm)","2","-"
"https://riedon.com/media/pdf/PF2470.pdf","//media.digikey.com/Renders/Riedon%20Renders/TO-247-2.jpg","696-1100-5-ND","PF2472-0R1F1","Riedon","Riedon","RES 0.1 OHM 100W 1% TO247","142","10.51","0","1","Tube","PF2470","Active","100 mOhms","±1%","100W","Thin Film","Current Sense, Flame Proof, Pulse Withstanding, Safety","±100ppm/°C","-55°C ~ 155°C","TO-247-2","TO-247","0.630"" L x 0.189"" W (16.00mm x 4.80mm)","0.787"" (20.00mm)","2","-"
"http://www.ohmite.com/assets/docs/res_10.pdf?r=false","//media.digikey.com/photos/Ohmite%20Photos/13FPR%203W%20SERIES.jpg","13FPR100E-ND","13FPR100E","Ohmite","Ohmite","RES 0.1 OHM 3W 1% AXIAL","1,612","10.7","0","1","Bulk","10","Active","100 mOhms","±1%","3W","Metal Element","Current Sense, Non-Inductive","±50ppm/°C","-55°C ~ 200°C","Axial","Axial","0.200"" Dia x 0.626"" L (5.08mm x 15.90mm)","-","4","-"
"http://www.caddock.com/Online_catalog/Mrktg_Lit/MP9000_Series.pdf","//media.digikey.com/Photos/Caddock%20Elect%20Photos/MP900-8%20SERIES.JPG","MP930-0.020J-ND","MP930-0.020-5%","Caddock Electronics Inc.","Caddock Electronics Inc.","RES 0.02 OHM 30W 5% TO220","2,325","11.25","0","1","Tube","Kool-Pak®MP900","Active","20 mOhms","±5%","30W","Thick Film","Moisture Resistant, Non-Inductive","0/ +300ppm/°C","-55°C ~ 150°C","TO-220-2 Full Pack","TO-220","0.410"" L x 0.125"" W (10.41mm x 3.18mm)","0.650"" (16.52mm)","2","-"
"http://www.caddock.com/Online_catalog/Mrktg_Lit/MP2060.pdf","//media.digikey.com/Renders/Caddock%20Elect%20Renders/MP850.jpg","MP2060-10.0F-ND","MP2060-10.0-1%","Caddock Electronics Inc.","Caddock Electronics Inc.","RES 10 OHM 60W 1% TO220","3,967","11.7","0","1","Tube","Kool-Pak®MP2060","Active","10 Ohms","±1%","60W","Thick Film","Current Sense, Moisture Resistant, Non-Inductive, Pulse Withstanding","-20/ +80ppm/°C","-55°C ~ 150°C","TO-220-2 Full Pack","TO-220","0.410"" L x 0.175"" W (10.41mm x 4.45mm)","0.650"" (16.52mm)","2","-"
"http://www.caddock.com/Online_catalog/Mrktg_Lit/MP2060.pdf","//media.digikey.com/Renders/Caddock%20Elect%20Renders/MP850.jpg","MP2060-20.0F-ND","MP2060-20.0-1%","Caddock Electronics Inc.","Caddock Electronics Inc.","RES 20 OHM 60W 1% TO220","1,277","11.7","0","1","Tube","Kool-Pak®MP2060","Active","20 Ohms","±1%","60W","Thick Film","Current Sense, Moisture Resistant, Non-Inductive, Pulse Withstanding","-20/ +80ppm/°C","-55°C ~ 150°C","TO-220-2 Full Pack","TO-220","0.410"" L x 0.175"" W (10.41mm x 4.45mm)","0.650"" (16.52mm)","2","-"
"http://www.ohmite.com/assets/docs/acl_ap101.pdf?r=false","//media.digikey.com/Photos/Ohmite%20Photos/AP101-10R-J.jpg","AP1011KJ-ND","AP101 1K J","Ohmite","Ohmite","RES 1K OHM 100W 5% TO-247","3,021","9.69","0","1","Tube","ARCOL, AP101","Active","1 kOhms","±5%","100W","Thick Film","Moisture Resistant, Non-Inductive","±100ppm/°C","-65°C ~ 175°C","TO-247-2","TO-247","0.620"" L x 0.195"" W (15.75mm x 4.95mm)","0.825"" (20.96mm)","2","-"
"https://www.ohmite.com/assets/docs/res_maximox.pdf?r=false","//media.digikey.com/photos/Ohmite%20Photos/MOX-1-121005FE.jpg","MOX1FE-10M-ND","MOX-1-121005FE","Ohmite","Ohmite","RES 10M OHM 2.5W 1% AXIAL","2,288","14.51","0","1","Bulk","Maxi-Mox","Active","10 MOhms","±1%","2.5W","Thick Film","High Voltage","±25ppm/°C","-55°C ~ 210°C","Axial","Axial","0.310"" Dia x 1.120"" L (7.87mm x 28.45mm)","-","2","-"
"http://www.caddock.com/Online_catalog/Mrktg_Lit/TypeMK.pdf","//media.digikey.com/Photos/Caddock%20Elect%20Photos/MK232-5.00M-1%25.jpg","MK732-50.0M-1%-ND","MK732-50.0M-1%","Caddock Electronics Inc.","Caddock Electronics Inc.","RES, 50 MEGOHM, 1%, 0.75W, 400V,","1,109","14.45","0","1","-","MK700","Active","50 MOhms","±1%","-","Thick Film","Moisture Resistant, Non-Inductive","±80ppm/°C","-40°C ~ 150°C","Radial","-","0.290"" L x 0.095"" W (7.37mm x 2.41mm)","0.300"" (7.63mm)","2","-"
"http://www.caddock.com/Online_catalog/Mrktg_Lit/MP800_Series.pdf","//media.digikey.com/Renders/Caddock%20Elect%20Renders/TO-220-2-MP850-1%25.jpg","MP850-100-F-ND","MP850-100-1%","Caddock Electronics Inc.","Caddock Electronics Inc.","RES 100 OHM 50W 1% TO220","748","15.83","0","1","Tube","Kool-Pak®MP800","Active","100 Ohms","±1%","50W","Thick Film","Moisture Resistant, Non-Inductive","-20/ +50ppm/°C","-55°C ~ 150°C","TO-220-2 Full Pack","TO-220","0.410"" L x 0.125"" W (10.41mm x 3.18mm)","0.650"" (16.52mm)","2","-"
"http://www.caddock.com/Online_catalog/Mrktg_Lit/MP800_Series.pdf","//media.digikey.com/Renders/Caddock%20Elect%20Renders/TO-220-2-MP850-1%25.jpg","MP850-1.00K-F-ND","MP850-1.00K-1%","Caddock Electronics Inc.","Caddock Electronics Inc.","RES 1K OHM 50W 1% TO220","837","15.13","0","1","Tube","Kool-Pak®MP800","Active","1 kOhms","±1%","50W","Thick Film","Moisture Resistant, Non-Inductive","-20/ +50ppm/°C","-55°C ~ 150°C","TO-220-2 Full Pack","TO-220","0.410"" L x 0.125"" W (10.41mm x 3.18mm)","0.650"" (16.52mm)","2","-"
"http://www.caddock.com/Online_catalog/Mrktg_Lit/MP800_Series.pdf","//media.digikey.com/Renders/Caddock%20Elect%20Renders/TO-220-2-MP850-1%25.jpg","MP850-50.0-F-ND","MP850-50.0-1%","Caddock Electronics Inc.","Caddock Electronics Inc.","RES 50 OHM 50W 1% TO220","472","15.13","0","1","Tube","Kool-Pak®MP800","Active","50 Ohms","±1%","50W","Thick Film","Moisture Resistant, Non-Inductive","-20/ +50ppm/°C","-55°C ~ 150°C","TO-220-2 Full Pack","TO-220","0.410"" L x 0.125"" W (10.41mm x 3.18mm)","0.650"" (16.52mm)","2","-"
"http://www.caddock.com/Online_catalog/Mrktg_Lit/MP9000_Series.pdf","//media.digikey.com/Photos/Caddock%20Elect%20Photos/MP9000%20SERIES.JPG","MP9100-33.0F-ND","MP9100-33.0-1%","Caddock Electronics Inc.","Caddock Electronics Inc.","RES 33 OHM 100W 1% TO247","597","16.07","0","1","Tube","Kool-Pak®MP9000","Active","33 Ohms","±1%","100W","Thick Film","Moisture Resistant, Non-Inductive","-20/ +80ppm/°C","-55°C ~ 175°C","TO-247-2","TO-247","0.620"" L x 0.195"" W (15.75mm x 4.95mm)","0.825"" (20.96mm)","2","-"
"http://www.caddock.com/Online_catalog/Mrktg_Lit/MP9000_Series.pdf","//media.digikey.com/Photos/Caddock%20Elect%20Photos/MP9000%20SERIES.JPG","MP9100-12.0F-ND","MP9100-12.0-1%","Caddock Electronics Inc.","Caddock Electronics Inc.","RES 12 OHM 100W 1% TO247","1,445","16.23","0","1","Tube","Kool-Pak®MP9000","Active","12 Ohms","±1%","100W","Thick Film","Moisture Resistant, Non-Inductive","-20/ +80ppm/°C","-55°C ~ 175°C","TO-247-2","TO-247","0.620"" L x 0.195"" W (15.75mm x 4.95mm)","0.825"" (20.96mm)","2","-"
"http://www.caddock.com/Online_catalog/Mrktg_Lit/MP9000_Series.pdf","//media.digikey.com/Photos/Caddock%20Elect%20Photos/MP9000%20SERIES.JPG","MP9100-15.0F-ND","MP9100-15.0-1%","Caddock Electronics Inc.","Caddock Electronics Inc.","RES 15 OHM 100W 1% TO247","497","16.23","0","1","Tube","Kool-Pak®MP9000","Active","15 Ohms","±1%","100W","Thick Film","Moisture Resistant, Non-Inductive","-20/ +80ppm/°C","-55°C ~ 175°C","TO-247-2","TO-247","0.620"" L x 0.195"" W (15.75mm x 4.95mm)","0.825"" (20.96mm)","2","-"
"http://www.caddock.com/Online_catalog/Mrktg_Lit/MP800_Series.pdf","//media.digikey.com/Renders/Caddock%20Elect%20Renders/TO-220-2-MP820-MP821-Metal-Tab-1%25.jpg","MP821-0.020F-ND","MP821-0.020-1%","Caddock Electronics Inc.","Caddock Electronics Inc.","RES 0.02 OHM 20W 1% TO220","759","17.18","0","1","Tube","Kool-Pak®MP800","Active","20 mOhms","±1%","20W","Thick Film","Moisture Resistant, Non-Inductive","0/ +300ppm/°C","-55°C ~ 175°C","TO-220-2 Full Pack","TO-220","0.400"" L x 0.175"" W (10.16mm x 4.45mm)","0.590"" (14.99mm)","2","-"
"http://www.caddock.com/Online_catalog/Mrktg_Lit/MP800_Series.pdf","//media.digikey.com/Renders/Caddock%20Elect%20Renders/TO-220-2-MP820-MP821-Metal-Tab-1%25.jpg","MP821-0.50F-ND","MP821-0.50-1%","Caddock Electronics Inc.","Caddock Electronics Inc.","RES 0.5 OHM 20W 1% TO220","602","16.97","0","1","Tube","Kool-Pak®MP800","Active","500 mOhms","±1%","20W","Thick Film","Moisture Resistant, Non-Inductive","-20/ +80ppm/°C","-55°C ~ 175°C","TO-220-2 Full Pack","TO-220","0.400"" L x 0.175"" W (10.16mm x 4.45mm)","0.590"" (14.99mm)","2","-"
"http://www.caddock.com/Online_catalog/Mrktg_Lit/MP9000_Series.pdf","//media.digikey.com/Photos/Caddock%20Elect%20Photos/MP9000%20SERIES.JPG","MP9100-100F-ND","MP9100-100-1%","Caddock Electronics Inc.","Caddock Electronics Inc.","RES 100 OHM 100W 1% TO247","2,293","17.5","0","1","Tube","Kool-Pak®MP9000","Active","100 Ohms","±1%","100W","Thick Film","Moisture Resistant, Non-Inductive","-20/ +80ppm/°C","-55°C ~ 175°C","TO-247-2","TO-247","0.620"" L x 0.195"" W (15.75mm x 4.95mm)","0.825"" (20.96mm)","2","-"
"http://www.caddock.com/Online_catalog/Mrktg_Lit/MP9000_Series.pdf","//media.digikey.com/Photos/Caddock%20Elect%20Photos/MP9000%20SERIES.JPG","MP9100-50.0F-ND","MP9100-50.0-1%","Caddock Electronics Inc.","Caddock Electronics Inc.","RES 50 OHM 100W 1% TO247","1,233","18.3","0","1","Tube","Kool-Pak®MP9000","Active","50 Ohms","±1%","100W","Thick Film","Moisture Resistant, Non-Inductive","-20/ +80ppm/°C","-55°C ~ 175°C","TO-247-2","TO-247","0.620"" L x 0.195"" W (15.75mm x 4.95mm)","0.825"" (20.96mm)","2","-"
"http://www.caddock.com/Online_catalog/Mrktg_Lit/MP9000_Series.pdf","//media.digikey.com/Photos/Caddock%20Elect%20Photos/MP9000%20SERIES.JPG","MP9100-25.0F-ND","MP9100-25.0-1%","Caddock Electronics Inc.","Caddock Electronics Inc.","RES 25 OHM 100W 1% TO247","707","18.3","0","1","Tube","Kool-Pak®MP9000","Active","25 Ohms","±1%","100W","Thick Film","Moisture Resistant, Non-Inductive","-20/ +80ppm/°C","-55°C ~ 175°C","TO-247-2","TO-247","0.620"" L x 0.195"" W (15.75mm x 4.95mm)","0.825"" (20.96mm)","2","-"
"http://www.caddock.com/Online_catalog/Mrktg_Lit/MP9000_Series.pdf","//media.digikey.com/Photos/Caddock%20Elect%20Photos/MP9000%20SERIES.JPG","MP9100-40.0-F-ND","MP9100-40.0-1%","Caddock Electronics Inc.","Caddock Electronics Inc.","RES 40 OHM 100W 1% TO247","829","18.3","0","1","Tube","Kool-Pak®MP9000","Active","40 Ohms","±1%","100W","Thick Film","Moisture Resistant, Non-Inductive","-20/ +80ppm/°C","-55°C ~ 175°C","TO-247-2","TO-247","0.620"" L x 0.195"" W (15.75mm x 4.95mm)","0.825"" (20.96mm)","2","-"
"http://www.caddock.com/Online_catalog/Mrktg_Lit/MP2060.pdf","//media.digikey.com/Renders/Caddock%20Elect%20Renders/MP850.jpg","MP2060-0.005J-ND","MP2060-0.005-5%","Caddock Electronics Inc.","Caddock Electronics Inc.","RES 0.005 OHM 18W 5% TO220","442","18.39","0","1","Tube","Kool-Pak®MP2060","Active","5 mOhms","±5%","18W","Thick Film","Current Sense, Moisture Resistant, Non-Inductive, Pulse Withstanding","0/ +300ppm/°C","-55°C ~ 150°C","TO-220-2 Full Pack","TO-220","0.410"" L x 0.175"" W (10.41mm x 4.45mm)","0.650"" (16.52mm)","2","-"
"http://www.caddock.com/Online_catalog/Mrktg_Lit/MP9000_Series.pdf","//media.digikey.com/Photos/Caddock%20Elect%20Photos/MP9000%20SERIES.JPG","MP9100-20.0F-ND","MP9100-20.0-1%","Caddock Electronics Inc.","Caddock Electronics Inc.","RES 20 OHM 100W 1% TO247","4,252","18.49","0","1","Tube","Kool-Pak®MP9000","Active","20 Ohms","±1%","100W","Thick Film","Moisture Resistant, Non-Inductive","-20/ +80ppm/°C","-55°C ~ 175°C","TO-247-2","TO-247","0.620"" L x 0.195"" W (15.75mm x 4.95mm)","0.825"" (20.96mm)","2","-"
"https://www.vishay.com/docs/50051/lto100.pdf","//media.digikey.com/Renders/Vishay%20Renders/Vishay,%20Sfernice%20-%20TO-247.jpg","LT100J-1.0K-ND","LTO100F10000JTE3","Vishay Sfernice","Vishay Sfernice","RES 1K OHM 100W 5% TO247","697","17.69","0","1","Tube","LTO 100","Active","1 kOhms","±5%","100W","Thick Film","Automotive AEC-Q200, Non-Inductive","±200ppm/°C","-55°C ~ 175°C","TO-247-2","TO-247","0.620"" L x 0.197"" W (15.76mm x 5.00mm)","0.827"" (21.00mm)","2","-"
"http://www.caddock.com/Online_catalog/Mrktg_Lit/MP9000_Series.pdf","//media.digikey.com/Photos/Caddock%20Elect%20Photos/MP9000%20SERIES.JPG","MP9100-10.0F-ND","MP9100-10.0-1%","Caddock Electronics Inc.","Caddock Electronics Inc.","RES 10 OHM 100W 1% TO247","405","18.49","0","1","Tube","Kool-Pak®MP9000","Active","10 Ohms","±1%","100W","Thick Film","Moisture Resistant, Non-Inductive","-20/ +80ppm/°C","-55°C ~ 175°C","TO-247-2","TO-247","0.620"" L x 0.195"" W (15.75mm x 4.95mm)","0.825"" (20.96mm)","2","-"
