Datasheet,Image,DK Part #,Mfr Part #,Mfr,Supplier,Description,Stock,Price,@ qty,Min Qty,Package,Series,"Part Status","Type","Material - Core","Inductance","Tolerance","Current Rating (Amps)","Current - Saturation (Isat)","Shielding","DC Resistance (DCR)","Q @ Freq","Frequency - Self Resonant","Ratings","Operating Temperature","Inductance Frequency - Test","Features","Mounting Type","Package / Case","Supplier Device Package","Size / Dimension","Height - Seated (Max)"
"http://catalog.triadmagnetics.com/Asset/AX104R-Series.pdf","//media.digikey.com/Photos/Triad%20Magnetics%20Photos/MFG_AX104R-xxx.jpg","AX104R-101-ND","AX104R-101","Triad Magnetics","Triad Magnetics","FIXED IND 100UH 1.35A 304 MOHM","0","0.64663","0","800","Box","AX104R","Active","Wirewound","Ferrite","100 µH","±30%","1.35 A","-","Shielded","304mOhm Max","-","-","-","-40°C ~ 85°C","100 kHz","-","Surface Mount","Nonstandard","SMD","0.409"" L x 0.406"" W (10.40mm x 10.30mm)","0.157"" (4.00mm)"
"https://katalog.we-online.de/pbs/datasheet/74404063047.pdf","//media.digikey.com/photos/Wurth%20Electronics%20Photos/74404063470.JPG","732-5530-2-ND,732-5530-1-ND,732-5530-6-ND","74404063047","Würth Elektronik","Würth Elektronik","FIXED IND 4.7UH 3.08A 30 MOHM","2,461","1.62","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","WE-LQS","Active","Wirewound","Ferrite","4.7 µH","±30%","3.08 A","3.3A","Semi-Shielded","30mOhm","-","50MHz","-","-40°C ~ 125°C","100 kHz","-","Surface Mount","Nonstandard","6028","0.236"" L x 0.236"" W (6.00mm x 6.00mm)","0.110"" (2.80mm)"
"https://katalog.we-online.de/pbs/datasheet/74404063068.pdf","//media.digikey.com/photos/Wurth%20Electronics%20Photos/74404063470.JPG","732-5531-2-ND,732-5531-1-ND,732-5531-6-ND","74404063068","Würth Elektronik","Würth Elektronik","FIXED IND 6.8UH 2.4A 47 MOHM SMD","2,151","1.62","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","WE-LQS","Active","Wirewound","Ferrite","6.8 µH","±20%","2.4 A","2.8A","Semi-Shielded","47mOhm","-","40MHz","-","-40°C ~ 125°C","100 kHz","-","Surface Mount","Nonstandard","6028","0.236"" L x 0.236"" W (6.00mm x 6.00mm)","0.110"" (2.80mm)"
"https://katalog.we-online.de/pbs/datasheet/74404064068.pdf","//media.digikey.com/photos/Wurth%20Electronics%20Photos/74404064022.JPG","732-5547-2-ND,732-5547-1-ND,732-5547-6-ND","74404064068","Würth Elektronik","Würth Elektronik","FIXED IND 6.8UH 3A 31 MOHM SMD","1,704","1.62","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","WE-LQS","Active","Wirewound","Ferrite","6.8 µH","±20%","3 A","4.3A","Semi-Shielded","31mOhm","-","27MHz","-","-40°C ~ 125°C","100 kHz","-","Surface Mount","Nonstandard","6045","0.236"" L x 0.236"" W (6.00mm x 6.00mm)","0.177"" (4.50mm)"
"https://katalog.we-online.de/pbs/datasheet/74404064100.pdf","//media.digikey.com/photos/Wurth%20Electronics%20Photos/74404064022.JPG","732-5549-2-ND,732-5549-1-ND,732-5549-6-ND","74404064100","Würth Elektronik","Würth Elektronik","FIXED IND 10UH 2.45A 48 MOHM SMD","1,831","1.62","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","WE-LQS","Active","Wirewound","Ferrite","10 µH","±20%","2.45 A","3.5A","Semi-Shielded","48mOhm","-","22MHz","-","-40°C ~ 125°C","100 kHz","-","Surface Mount","Nonstandard","6045","0.236"" L x 0.236"" W (6.00mm x 6.00mm)","0.177"" (4.50mm)"
"https://katalog.we-online.de/pbs/datasheet/74404064101.pdf","//media.digikey.com/photos/Wurth%20Electronics%20Photos/74404064022.JPG","732-5550-2-ND,732-5550-1-ND,732-5550-6-ND","74404064101","Würth Elektronik","Würth Elektronik","FIXED IND 100UH 800MA 433 MOHM","902","1.62","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","WE-LQS","Active","Wirewound","Ferrite","100 µH","±20%","800 mA","1A","Semi-Shielded","433mOhm","-","6.3MHz","-","-40°C ~ 125°C","100 kHz","-","Surface Mount","Nonstandard","6045","0.236"" L x 0.236"" W (6.00mm x 6.00mm)","0.177"" (4.50mm)"
"https://katalog.we-online.de/pbs/datasheet/744042150.pdf","//media.digikey.com/Photos/Wurth%20Electronics%20Photos/744042470.jpg","732-3655-2-ND,732-3655-1-ND,732-3655-6-ND","744042150","Würth Elektronik","Würth Elektronik","FIXED IND 15UH 1.03A 220 MOHM","2,028","2.07","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","WE-TPC","Active","Wirewound","Ferrite","15 µH","±30%","1.03 A","750mA","Shielded","220mOhm Max","-","35MHz","-","-40°C ~ 125°C","100 kHz","-","Surface Mount","1919 (4848 Metric)","-","0.189"" L x 0.189"" W (4.80mm x 4.80mm)","0.079"" (2.00mm)"
"https://katalog.we-online.com/pbs/datasheet/74479777310.pdf","//media.digikey.com/Renders/Wurth%20Electronics%20Renders/0805(2012).jpg","732-14077-2-ND,732-14077-1-ND,732-14077-6-ND","74479777310","Würth Elektronik","Würth Elektronik","FIXED IND 10UH 650MA 625 MOHM","3,312","1.49","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","WE-PMI","Active","Multilayer","Nickel Zinc Ferrite (NiZn)","10 µH","±20%","650 mA","125mA","Shielded","625mOhm Max","35 @ 1MHz","25MHz","-","-40°C ~ 125°C","1 MHz","-","Surface Mount","0805 (2012 Metric)","0805","0.079"" L x 0.049"" W (2.00mm x 1.25mm)","0.057"" (1.45mm)"
"https://katalog.we-online.de/pbs/datasheet/74438323010.pdf","//media.digikey.com/Renders/Wurth%20Electronics%20Renders/WE-MAPI-1008(2520)1mm.jpg","732-4843-2-ND,732-4843-1-ND,732-4843-6-ND","74438323010","Würth Elektronik","Würth Elektronik","FIXED IND 1UH 2.5A 75 MOHM SMD","7,172","1.63","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","WE-MAPI","Active","Molded","Metal Composite","1 µH","±20%","2.5 A","4A","Shielded","75mOhm Max","-","80MHz","-","-40°C ~ 125°C","100 kHz","-","Surface Mount","1008 (2520 Metric)","1008 (2520 Metric)","0.098"" L x 0.079"" W (2.50mm x 2.00mm)","0.039"" (1.00mm)"
"https://katalog.we-online.de/pbs/datasheet/74438323022.pdf","//media.digikey.com/Renders/Wurth%20Electronics%20Renders/WE-MAPI-1008(2520)1mm.jpg","732-4846-2-ND,732-4846-1-ND,732-4846-6-ND","74438323022","Würth Elektronik","Würth Elektronik","FIXED IND 2.2UH 1.3A 176 MOHM","6,255","1.63","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","WE-MAPI","Active","Molded","Metal Composite","2.2 µH","±20%","1.3 A","2.5A","Shielded","176mOhm Max","-","60MHz","-","-40°C ~ 125°C","100 kHz","-","Surface Mount","1008 (2520 Metric)","1008 (2520 Metric)","0.098"" L x 0.079"" W (2.50mm x 2.00mm)","0.039"" (1.00mm)"
"https://katalog.we-online.de/pbs/datasheet/74438323033.pdf","//media.digikey.com/Renders/Wurth%20Electronics%20Renders/WE-MAPI-1008(2520)1mm.jpg","732-4847-2-ND,732-4847-1-ND,732-4847-6-ND","74438323033","Würth Elektronik","Würth Elektronik","FIXED IND 3.3UH 1.25A 264 MOHM","3,331","1.63","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","WE-MAPI","Active","Molded","Metal Composite","3.3 µH","±20%","1.25 A","2.1A","Shielded","264mOhm Max","-","50MHz","-","-40°C ~ 125°C","100 kHz","-","Surface Mount","1008 (2520 Metric)","1008 (2520 Metric)","0.098"" L x 0.079"" W (2.50mm x 2.00mm)","0.039"" (1.00mm)"
"https://katalog.we-online.de/pbs/datasheet/74438323068.pdf","//media.digikey.com/Renders/Wurth%20Electronics%20Renders/WE-MAPI-1008(2520)1mm.jpg","732-4849-2-ND,732-4849-1-ND,732-4849-6-ND","74438323068","Würth Elektronik","Würth Elektronik","FIXED IND 6.8UH 850MA 648 MOHM","3,312","1.63","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","WE-MAPI","Active","Molded","Metal Composite","6.8 µH","±20%","850 mA","1.55A","Shielded","648mOhm Max","-","30MHz","-","-40°C ~ 125°C","100 kHz","-","Surface Mount","1008 (2520 Metric)","1008 (2520 Metric)","0.098"" L x 0.079"" W (2.50mm x 2.00mm)","0.039"" (1.00mm)"
"https://katalog.we-online.de/pbs/datasheet/744042003.pdf","//media.digikey.com/Photos/Wurth%20Electronics%20Photos/744042470.jpg","732-1019-2-ND,732-1019-1-ND,732-1019-6-ND","744042003","Würth Elektronik","Würth Elektronik","FIXED IND 3.3UH 1.95A 65 MOHM","11,220","2.07","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","WE-TPC","Active","Wirewound","Ferrite","3.3 µH","±30%","1.95 A","1.8A","Shielded","65mOhm Max","-","80MHz","-","-40°C ~ 125°C","100 kHz","-","Surface Mount","1919 (4848 Metric)","-","0.189"" L x 0.189"" W (4.80mm x 4.80mm)","0.079"" (2.00mm)"
"https://katalog.we-online.de/pbs/datasheet/744031220.pdf","//media.digikey.com/Photos/Wurth%20Electronics%20Photos/7440310047.jpg","732-1012-2-ND,732-1012-1-ND,732-1012-6-ND","744031220","Würth Elektronik","Würth Elektronik","FIXED IND 22UH 510MA 450 MOHM","9,827","2.07","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","WE-TPC","Active","Wirewound","Ferrite","22 µH","±30%","510 mA","360mA","Shielded","450mOhm Max","-","26MHz","-","-40°C ~ 125°C","100 kHz","-","Surface Mount","Nonstandard","3816","0.150"" L x 0.150"" W (3.80mm x 3.80mm)","0.071"" (1.80mm)"
"https://katalog.we-online.de/pbs/datasheet/744042006.pdf","//media.digikey.com/Photos/Wurth%20Electronics%20Photos/744042470.jpg","732-1023-2-ND,732-1023-1-ND,732-1023-6-ND","744042006","Würth Elektronik","Würth Elektronik","FIXED IND 6.8UH 1.5A 100 MOHM","5,680","2.07","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","WE-TPC","Active","Wirewound","Ferrite","6.8 µH","±30%","1.5 A","1.2A","Shielded","100mOhm Max","-","60MHz","-","-40°C ~ 125°C","100 kHz","-","Surface Mount","1919 (4848 Metric)","-","0.189"" L x 0.189"" W (4.80mm x 4.80mm)","0.079"" (2.00mm)"
"https://katalog.we-online.de/pbs/datasheet/744031002.pdf","//media.digikey.com/Photos/Wurth%20Electronics%20Photos/7440310047.jpg","732-1006-2-ND,732-1006-1-ND,732-1006-6-ND","744031002","Würth Elektronik","Würth Elektronik","FIXED IND 2.5UH 1.45A 58 MOHM","4,303","2.07","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","WE-TPC","Active","Wirewound","Ferrite","2.5 µH","±30%","1.45 A","1.25A","Shielded","58mOhm Max","-","120MHz","-","-40°C ~ 125°C","100 kHz","-","Surface Mount","Nonstandard","3816","0.150"" L x 0.150"" W (3.80mm x 3.80mm)","0.071"" (1.80mm)"
"https://katalog.we-online.de/pbs/datasheet/744042008.pdf","//media.digikey.com/Photos/Wurth%20Electronics%20Photos/744042470.jpg","732-1024-2-ND,732-1024-1-ND,732-1024-6-ND","744042008","Würth Elektronik","Würth Elektronik","FIXED IND 8.2UH 1.4A 135 MOHM","2,383","2.07","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","WE-TPC","Active","Wirewound","Ferrite","8.2 µH","±30%","1.4 A","1.1A","Shielded","135mOhm Max","-","40MHz","-","-40°C ~ 125°C","100 kHz","-","Surface Mount","1919 (4848 Metric)","-","0.189"" L x 0.189"" W (4.80mm x 4.80mm)","0.079"" (2.00mm)"
"https://katalog.we-online.de/pbs/datasheet/74404084220.pdf","//media.digikey.com/photos/Wurth%20Electronics%20Photos/74404084xxx.JPG","732-5570-2-ND,732-5570-1-ND,732-5570-6-ND","74404084220","Würth Elektronik","Würth Elektronik","FIXED IND 22UH 2.1A 69 MOHM SMD","3,455","1.78","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","WE-LQS","Active","Wirewound","Ferrite","22 µH","±20%","2.1 A","2.6A","Semi-Shielded","69mOhm","-","9.5MHz","-","-40°C ~ 125°C","100 kHz","-","Surface Mount","Nonstandard","8040","0.315"" L x 0.315"" W (8.00mm x 8.00mm)","0.165"" (4.20mm)"
"https://katalog.we-online.de/pbs/datasheet/744029002.pdf","//media.digikey.com/Renders/Wurth%20Electronics%20Renders/WE-TPC%202813%20Series.jpg","732-1087-2-ND,732-1087-1-ND,732-1087-6-ND","744029002","Würth Elektronik","Würth Elektronik","FIXED IND 2.2UH 1.5A 105 MOHM","8,369","2.07","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","WE-TPC","Active","Wirewound","Ferrite","2.2 µH","±30%","1.5 A","1.15A","Shielded","105mOhm Max","-","90MHz","-","-40°C ~ 125°C","100 kHz","-","Surface Mount","Nonstandard","2828","0.110"" L x 0.110"" W (2.80mm x 2.80mm)","0.059"" (1.50mm)"
"https://katalog.we-online.de/pbs/datasheet/744383340047.pdf","//media.digikey.com/Renders/Wurth%20Electronics%20Renders/WE-MAPI-1212(3030)1.2mm.jpg","732-4951-2-ND,732-4951-1-ND,732-4951-6-ND","744383340047","Würth Elektronik","Würth Elektronik","FIXED IND 470NH 4A 26.4 MOHM SMD","7,575","1.63","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","WE-MAPI","Active","Molded","Metal Composite","470 nH","±30%","4 A","9.4A","Shielded","26.4mOhm Max","-","110MHz","-","-40°C ~ 125°C","100 kHz","-","Surface Mount","1212 (3030 Metric)","1212 (3030 Metric)","0.118"" L x 0.118"" W (3.00mm x 3.00mm)","0.047"" (1.20mm)"
"https://katalog.we-online.de/pbs/datasheet/74438335047.pdf","//media.digikey.com/Renders/Wurth%20Electronics%20Renders/WE-MAPI-1212(3030)1.5mm.jpg","732-4866-2-ND,732-4866-1-ND,732-4866-6-ND","74438335047","Würth Elektronik","Würth Elektronik","FIXED IND 4.7UH 1.5A 162 MOHM","3,172","1.63","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","WE-MAPI","Active","Molded","Metal Composite","4.7 µH","±20%","1.5 A","2.8A","Shielded","162mOhm Max","-","30MHz","-","-40°C ~ 125°C","100 kHz","-","Surface Mount","1212 (3030 Metric)","1212 (3030 Metric)","0.118"" L x 0.118"" W (3.00mm x 3.00mm)","0.059"" (1.50mm)"
"https://katalog.we-online.de/pbs/datasheet/74438335068.pdf","//media.digikey.com/Renders/Wurth%20Electronics%20Renders/WE-MAPI-1212(3030)1.5mm.jpg","732-4867-2-ND,732-4867-1-ND,732-4867-6-ND","74438335068","Würth Elektronik","Würth Elektronik","FIXED IND 6.8UH 1.1A 287 MOHM","671","1.63","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","WE-MAPI","Active","Molded","Metal Composite","6.8 µH","±20%","1.1 A","2.4A","Shielded","287mOhm Max","-","25MHz","-","-40°C ~ 125°C","100 kHz","-","Surface Mount","1212 (3030 Metric)","1212 (3030 Metric)","0.118"" L x 0.118"" W (3.00mm x 3.00mm)","0.059"" (1.50mm)"
"https://katalog.we-online.de/pbs/datasheet/744043220.pdf","//media.digikey.com/Photos/Wurth%20Electronics%20Photos/WE-TPC-4828.jpg","732-1107-2-ND,732-1107-1-ND,732-1107-6-ND","744043220","Würth Elektronik","Würth Elektronik","FIXED IND 22UH 925MA 185 MOHM","5,041","2.07","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","WE-TPC","Active","Wirewound","Ferrite","22 µH","±30%","925 mA","700mA","Shielded","185mOhm Max","-","20MHz","-","-40°C ~ 125°C","100 kHz","-","Surface Mount","1919 (4848 Metric)","-","0.189"" L x 0.189"" W (4.80mm x 4.80mm)","0.118"" (3.00mm)"
"https://katalog.we-online.de/pbs/datasheet/744052003.pdf","//media.digikey.com/Photos/Wurth%20Electronics%20Photos/744052471.jpg","732-1029-2-ND,732-1029-1-ND,732-1029-6-ND","744052003","Würth Elektronik","Würth Elektronik","FIXED IND 3UH 2.2A 45 MOHM SMD","2,309","2.07","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","WE-TPC","Active","Wirewound","Ferrite","3 µH","±30%","2.2 A","2.4A","Shielded","45mOhm Max","-","70MHz","-","-40°C ~ 125°C","100 kHz","-","Surface Mount","2323 (5858 Metric)","-","0.228"" L x 0.228"" W (5.80mm x 5.80mm)","0.079"" (2.00mm)"
"https://katalog.we-online.de/pbs/datasheet/744043330.pdf","//media.digikey.com/Photos/Wurth%20Electronics%20Photos/WE-TPC-4828.jpg","732-1108-2-ND,732-1108-1-ND,732-1108-6-ND","744043330","Würth Elektronik","Würth Elektronik","FIXED IND 33UH 820MA 230 MOHM","1,572","2.07","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","WE-TPC","Active","Wirewound","Ferrite","33 µH","±30%","820 mA","550mA","Shielded","230mOhm Max","-","16MHz","-","-40°C ~ 125°C","100 kHz","-","Surface Mount","1919 (4848 Metric)","-","0.189"" L x 0.189"" W (4.80mm x 4.80mm)","0.118"" (3.00mm)"
"https://katalog.we-online.de/pbs/datasheet/744025004.pdf","//media.digikey.com/Photos/Wurth%20Electronics%20Photos/MFG_WE-TPC%202828%20Series.jpg","732-2615-2-ND,732-2615-1-ND,732-2615-6-ND","744025004","Würth Elektronik","Würth Elektronik","FIXED IND 4.7UH 1.35A 120 MOHM","11,088","2.23","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","WE-TPC","Active","Wirewound","Ferrite","4.7 µH","±20%","1.35 A","1.7A","Shielded","120mOhm Max","-","84MHz","-","-40°C ~ 125°C","100 kHz","-","Surface Mount","Nonstandard","2828","0.110"" L x 0.110"" W (2.80mm x 2.80mm)","0.118"" (3.00mm)"
"https://katalog.we-online.de/pbs/datasheet/744025006.pdf","//media.digikey.com/Photos/Wurth%20Electronics%20Photos/MFG_WE-TPC%202828%20Series.jpg","732-2616-2-ND,732-2616-1-ND,732-2616-6-ND","744025006","Würth Elektronik","Würth Elektronik","FIXED IND 6.8UH 1.1A 165 MOHM","6,996","2.23","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","WE-TPC","Active","Wirewound","Ferrite","6.8 µH","±20%","1.1 A","1.3A","Shielded","165mOhm Max","-","59MHz","-","-40°C ~ 125°C","100 kHz","-","Surface Mount","Nonstandard","2828","0.110"" L x 0.110"" W (2.80mm x 2.80mm)","0.118"" (3.00mm)"
"https://katalog.we-online.de/pbs/datasheet/744025003.pdf","//media.digikey.com/Photos/Wurth%20Electronics%20Photos/MFG_WE-TPC%202828%20Series.jpg","732-2614-2-ND,732-2614-1-ND,732-2614-6-ND","744025003","Würth Elektronik","Würth Elektronik","FIXED IND 3.3UH 1.5A 101 MOHM","3,625","2.23","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","WE-TPC","Active","Wirewound","Ferrite","3.3 µH","±20%","1.5 A","1.8A","Shielded","101mOhm Max","-","100MHz","-","-40°C ~ 125°C","100 kHz","-","Surface Mount","Nonstandard","2828","0.110"" L x 0.110"" W (2.80mm x 2.80mm)","0.118"" (3.00mm)"
"https://katalog.we-online.de/pbs/datasheet/744025001.pdf","//media.digikey.com/Photos/Wurth%20Electronics%20Photos/MFG_WE-TPC%202828%20Series.jpg","732-2612-2-ND,732-2612-1-ND,732-2612-6-ND","744025001","Würth Elektronik","Würth Elektronik","FIXED IND 1.2UH 2.6A 42 MOHM SMD","3,114","2.23","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","WE-TPC","Active","Wirewound","Ferrite","1.2 µH","±20%","2.6 A","3A","Shielded","42mOhm Max","-","180MHz","-","-40°C ~ 125°C","100 kHz","-","Surface Mount","Nonstandard","2828","0.110"" L x 0.110"" W (2.80mm x 2.80mm)","0.118"" (3.00mm)"
"https://katalog.we-online.de/pbs/datasheet/74404084221.pdf","//media.digikey.com/photos/Wurth%20Electronics%20Photos/74404084xxx.JPG","732-7266-2-ND,732-7266-1-ND,732-7266-6-ND","74404084221","Würth Elektronik","Würth Elektronik","FIXED IND 220UH 810MA 592 MOHM","5,256","1.79","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","WE-LQS","Active","Wirewound","-","220 µH","±20%","810 mA","1.1A","Semi-Shielded","592mOhm","-","4.5MHz","-","-40°C ~ 125°C","100 kHz","-","Surface Mount","Nonstandard","-","0.315"" L x 0.315"" W (8.00mm x 8.00mm)","0.165"" (4.20mm)"
"https://katalog.we-online.de/pbs/datasheet/744772470.pdf","//media.digikey.com/Photos/Wurth%20Electronics%20Photos/WE-TI-SERIES,-0.307-x-0.374.jpg","732-3769-ND","744772470","Würth Elektronik","Würth Elektronik","FIXED IND 47UH 2.3A 120 MOHM TH","6,830","1.3","0","1","Tray","WE-TI","Active","Wirewound","Ferrite","47 µH","±10%","2.3 A","2.5A","Unshielded","120mOhm Max","-","9MHz","-","-40°C ~ 125°C","1 kHz","-","Through Hole","Radial, Vertical Cylinder (Open)","-","0.307"" Dia (7.80mm)","0.394"" (10.00mm)"
"https://katalog.we-online.de/pbs/datasheet/744772332.pdf","//media.digikey.com/Photos/Wurth%20Electronics%20Photos/WE-TI-SERIES,-0.307-x-0.374.jpg","732-3788-ND","744772332","Würth Elektronik","Würth Elektronik","FIXED IND 3.3MH 280MA 6.2 OHM TH","4,319","1.3","0","1","Tray","WE-TI","Active","Wirewound","Ferrite","3.3 mH","±5%","280 mA","300mA","Unshielded","6.2Ohm Max","-","900kHz","-","-40°C ~ 125°C","1 kHz","-","Through Hole","Radial, Vertical Cylinder (Open)","-","0.307"" Dia (7.80mm)","0.394"" (10.00mm)"
"https://katalog.we-online.de/pbs/datasheet/744772330.pdf","//media.digikey.com/Photos/Wurth%20Electronics%20Photos/744772330.JPG","732-3767-ND","744772330","Würth Elektronik","Würth Elektronik","FIXED IND 33UH 2A 60 MOHM TH","2,388","1.3","0","1","Tray","WE-TI","Active","Wirewound","Ferrite","33 µH","±10%","2 A","2.5A","Unshielded","60mOhm Max","-","10.2MHz","-","-40°C ~ 125°C","1 kHz","-","Through Hole","Radial, Vertical Cylinder (Open)","-","0.307"" Dia (7.80mm)","0.394"" (10.00mm)"
"https://katalog.we-online.de/pbs/datasheet/744772100.pdf","//media.digikey.com/Photos/Wurth%20Electronics%20Photos/744772100.JPG","732-3763-ND","744772100","Würth Elektronik","Würth Elektronik","FIXED IND 10UH 4.2A 40 MOHM TH","1,174","1.3","0","1","Tray","WE-TI","Active","Wirewound","Ferrite","10 µH","±15%","4.2 A","5A","Unshielded","40mOhm Max","-","23.6MHz","-","-40°C ~ 125°C","1 kHz","-","Through Hole","Radial, Vertical Cylinder (Open)","-","0.307"" Dia (7.80mm)","0.394"" (10.00mm)"
"https://katalog.we-online.de/pbs/datasheet/744383240047.pdf","//media.digikey.com/Renders/Wurth%20Electronics%20Renders/WE-MAPI-1008(2520)1.2mm.jpg","732-5677-2-ND,732-5677-1-ND,732-5677-6-ND","744383240047","Würth Elektronik","Würth Elektronik","FIXED IND 470NH 3.4A 40 MOHM SMD","7,426","2.04","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","WE-MAPI","Active","Molded","Metal Composite","470 nH","±20%","3.4 A","6.25A","Shielded","40mOhm Max","-","145MHz","-","-40°C ~ 125°C","100 kHz","-","Surface Mount","1008 (2520 Metric)","2512","0.098"" L x 0.079"" W (2.50mm x 2.00mm)","0.047"" (1.20mm)"
"https://katalog.we-online.de/pbs/datasheet/744053150.pdf","//media.digikey.com/Photos/Wurth%20Electronics%20Photos/744053221.jpg","732-1045-2-ND,732-1045-1-ND,732-1045-6-ND","744053150","Würth Elektronik","Würth Elektronik","FIXED IND 15UH 1.38A 100 MOHM","3,535","2.11","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","WE-TPC","Active","Wirewound","Ferrite","15 µH","±30%","1.38 A","1.15A","Shielded","100mOhm Max","-","20MHz","-","-40°C ~ 125°C","100 kHz","-","Surface Mount","2323 (5858 Metric)","-","0.228"" L x 0.228"" W (5.80mm x 5.80mm)","0.118"" (3.00mm)"
"https://katalog.we-online.de/pbs/datasheet/7447462102.pdf","//media.digikey.com/Photos/Wurth%20Electronics%20Photos/MFG_WE-TI%20Series%20Type%20XS.jpg","732-2576-ND","7447462102","Würth Elektronik","Würth Elektronik","FIXED IND 1MH 250MA 6 OHM TH","3,873","1.21","0","1","Bulk","WE-TI","Active","Wirewound","Ferrite","1 mH","±5%","250 mA","270mA","Unshielded","6Ohm Max","-","1.8MHz","-","-40°C ~ 125°C","1 kHz","-","Through Hole","Radial, Vertical Cylinder","-","0.236"" Dia (6.00mm)","0.335"" (8.50mm)"
"https://katalog.we-online.de/pbs/datasheet/744053101.pdf","//media.digikey.com/Photos/Wurth%20Electronics%20Photos/744053221.jpg","732-1052-2-ND,732-1052-1-ND,732-1052-6-ND","744053101","Würth Elektronik","Würth Elektronik","FIXED IND 100UH 450MA 480 MOHM","2,581","2.11","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","WE-TPC","Active","Wirewound","Ferrite","100 µH","±30%","450 mA","450mA","Shielded","480mOhm Max","-","10MHz","-","-40°C ~ 125°C","100 kHz","-","Surface Mount","2323 (5858 Metric)","-","0.228"" L x 0.228"" W (5.80mm x 5.80mm)","0.118"" (3.00mm)"
"https://katalog.we-online.de/pbs/datasheet/74438336047.pdf","//media.digikey.com/Renders/Wurth%20Electronics%20Renders/WE-MAPI-2-SMD.jpg","732-5698-2-ND,732-5698-1-ND,732-5698-6-ND","74438336047","Würth Elektronik","Würth Elektronik","FIXED IND 4.7UH 1.9A 158 MOHM","10,170","2.1","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","WE-MAPI","Active","Molded","Metal Composite","4.7 µH","±20%","1.9 A","3.9A","Shielded","158mOhm Max","-","30MHz","-","-40°C ~ 125°C","100 kHz","-","Surface Mount","2-SMD","3020","0.118"" L x 0.118"" W (3.00mm x 3.00mm)","0.079"" (2.00mm)"
"https://katalog.we-online.de/pbs/datasheet/74438336015.pdf","//media.digikey.com/Renders/Wurth%20Electronics%20Renders/WE-MAPI-2-SMD.jpg","732-5695-2-ND,732-5695-1-ND,732-5695-6-ND","74438336015","Würth Elektronik","Würth Elektronik","FIXED IND 1.5UH 3.7A 39 MOHM SMD","3,191","2.1","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","WE-MAPI","Active","Molded","Metal Composite","1.5 µH","±20%","3.7 A","4.5A","Shielded","39mOhm Max","-","51MHz","-","-40°C ~ 125°C","100 kHz","-","Surface Mount","2-SMD","3020","0.118"" L x 0.118"" W (3.00mm x 3.00mm)","0.079"" (2.00mm)"
"https://katalog.we-online.de/pbs/datasheet/744383360047.pdf","//media.digikey.com/Renders/Wurth%20Electronics%20Renders/WE-MAPI-2-SMD.jpg","732-5691-2-ND,732-5691-1-ND,732-5691-6-ND","744383360047","Würth Elektronik","Würth Elektronik","FIXED IND 470NH 4.8A 22 MOHM SMD","2,480","2.1","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","WE-MAPI","Active","Molded","Metal Composite","470 nH","±20%","4.8 A","8A","Shielded","22mOhm Max","-","99MHz","-","-40°C ~ 125°C","100 kHz","-","Surface Mount","2-SMD","3020","0.118"" L x 0.118"" W (3.00mm x 3.00mm)","0.079"" (2.00mm)"
